batter,player,game_year,plate_appearances,opportunities,chases,chase_rate,cost_per_chase,cost_per_chase_se,runs_saved_per_600_pa,runs_saved_shrunk,standard_error_per_600_pa,chase_plus,chase_plus_raw,chase_plus_se,chase_plus_posterior_sd,league_chase_cost_per_600_pa,runs_saved_vs_anchor_per_600_pa,runs_saved_vs_anchor_shrunk,runs_saved_count_only_per_600_pa,shrinkage_factor,chase_rate_rank,value_rank,rank_gap,total_cost,expected_cost,expected_cost_anchor,mean_runs_saved,standard_deviation,scale_to_600_pa
665877,José Fermín,2026,330,663,145,21.87028657616893,0.10528659503797613,0.02339926388085229,18.137942497114945,11.908595254017673,6.335758433072835,127.10568835559607,141.28458531434694,14.421104246134545,11.341331816042167,43.93393407977812,11.188420916916781,4.959073673819509,17.749620955578845,0.38151227988996805,24.0,12.0,12.0,15.266556280506538,25.242424653919755,21.420187784810768,0.015046558632599124,0.13533325753206737,1205.4545454545455
805808,Kevin Mcgonigle,2026,632,1273,251,19.7172034564022,0.13312025083334647,0.015341957720067296,14.096521885454074,11.746011333746573,3.9235830784079826,126.7356237946217,132.0857263996816,8.93064361430343,8.031094210463358,43.93393407977812,7.110235809382907,4.759725257675406,14.449712424356896,0.1913065538932648,8.0,13.0,-5.0,33.413182959169966,48.26151934518159,40.902631345053294,0.011664050578170954,0.1158335799687304,1208.5443037974683
694497,Evan Carter,2026,412,822,168,20.437956204379564,0.12477444139422039,0.017456225603573634,14.886472232362841,11.536140473409725,4.734579161416536,126.25792730617214,133.88376785318385,10.776588212699497,9.2940886159605,43.93393407977812,8.112136331942382,4.761804572989266,14.844045021513784,0.25620879009595426,11.0,14.0,-3.0,20.962106154229026,31.18415042045151,26.532439768829462,0.012435576966207403,0.1133943560769828,1197.0873786407767
696285,Jacob Young,2026,433,795,218,27.42138364779874,0.0740131137079271,0.019803411600288232,16.661739587594894,11.2274841848958,6.127879926233614,125.55538086916641,137.92453359022986,13.947942642937935,11.106820438545036,43.93393407977812,10.691766759725589,5.257511357026495,16.37384293956689,0.3658978934125759,92.0,15.0,77.0,16.134858788328106,28.159080857375756,23.85075046659674,0.0151248076340222,0.15684234555667687,1101.6166281755195
669003,Garrett Mitchell,2026,472,975,220,22.564102564102566,0.10926134734389101,0.019953276243145013,15.984173597751932,11.161376867542307,5.7932111392311505,125.40491103590848,136.38229521792158,13.186187990156897,10.710479854438855,43.93393407977812,9.33155848564107,4.508761755431445,14.400522290065574,0.34025010265383143,30.0,16.0,14.0,24.037496415656022,36.611712979220876,31.37832242436033,0.012896632372887028,0.14595124281429553,1239.406779661017
664761,Alec Bohm,2026,563,1036,276,26.640926640926644,0.08442315129460821,0.02086964575856327,16.16847944573514,11.007388233551232,6.042910031444436,125.05441059196588,136.80180203387968,13.754538850245742,11.008417301626654,43.93393407977812,10.071112622032041,4.910021409848133,15.630448230919741,0.3594431205690032,84.0,17.0,67.0,23.30078975731187,38.47221297056001,32.7508504343186,0.014644230900818667,0.17616652803428148,1104.0852575488454
805300,Jakob Marsee,2026,556,1080,231,21.38888888888889,0.11783405763743944,0.020692723068549492,14.93035642098965,10.890146940633608,5.381001272623433,124.78755242100233,133.98365462532476,12.247938604478845,10.189135327872549,43.93393407977812,8.52796739294679,4.487757912590748,13.58441113665715,0.30793217416732743,21.0,18.0,3.0,27.21966731424851,41.05513093103225,35.12225043171254,0.012810614459984946,0.1517311530660002,1165.4676258992806
699013,Esmerlyn Valdez,2026,281,660,138,20.909090909090907,0.1330604745967487,0.021939030892766873,16.63412087215772,10.48373764407761,6.792903286707637,123.86250597326557,137.86166939193834,15.461632173373408,11.827011062250781,43.93393407977812,8.26466574332579,2.11428251524568,17.179699443843546,0.41488756045735087,15.0,19.0,-4.0,18.36234549435132,26.152658769478517,22.232963950808898,0.011803504962313936,0.12383360985454991,1409.252669039146
641343,Jake Bauers,2026,518,1143,238,20.822397200349958,0.15176335734565355,0.015869380894593346,13.393336873678097,10.379640075217996,4.783832245133015,123.62556482278588,130.4851754212532,10.888695368018302,9.365714805966968,43.93393407977812,5.447599845175159,2.4339030467150575,12.055726891175215,0.26017302446300494,14.0,20.0,-6.0,36.119679048265546,47.682593215874306,40.822773581266766,0.01011628536098754,0.12216065031249243,1323.938223938224
665742,Juan Soto,2026,394,849,170,20.023557126030624,0.14146055303370322,0.019866124448376328,14.13379260466992,10.173215056045738,5.551368063544945,123.15571156812987,132.17055995715032,12.63571810679282,10.409147736461236,43.93393407977812,6.77255977963926,2.8119822310150786,14.30212599197514,0.321374010558844,9.0,21.0,-12.0,24.048294015729546,33.32948449279613,28.495608271025993,0.010931908689124359,0.12510974789080362,1292.8934010152284
650490,Yandy Díaz,2026,613,1165,338,29.012875536480685,0.08480166129987729,0.01598984575446772,13.59685008653314,10.103164875559699,5.235873063558467,122.99626720706074,130.94840098280997,11.917605771545121,9.996570450568857,43.93393407977812,7.506399886402047,4.012714675428606,13.297005951082918,0.2964029144217658,122.0,22.0,100.0,28.662961519358525,42.55441002443322,36.33200006996595,0.011923990133111325,0.15672395061651295,1140.2936378466557
683734,Andrew Vaughn,2026,312,669,153,22.869955156950674,0.1058663716084921,0.025323296993020737,16.588516042581297,9.728474137656626,7.508442981476654,122.14341679484251,137.75786619167494,17.090304200489605,12.509972481328155,43.93393407977812,9.349753796242048,2.489711891317377,16.5000511985209,0.4641871526505214,34.0,23.0,11.0,16.19755485609929,24.823583198241565,21.059426830145156,0.012893913814861399,0.15095245199201004,1286.5384615384614
657041,Lane Thomas,2026,374,775,161,20.774193548387096,0.13779361139863472,0.015991039781077587,11.997453390623098,9.55578118762896,4.529166252821222,121.75034261734208,127.30794235006894,10.309038668371617,8.989149624317688,43.93393407977812,4.683796763644622,2.242124560650483,11.778894868178,0.2396721800312024,13.0,24.0,-11.0,22.18477143518019,29.663184048668587,25.10433808451867,0.009649564662565675,0.1014116300050065,1243.3155080213903
805811,Bryce Eldridge,2026,416,935,232,24.81283422459893,0.12324783635150875,0.015609486751220354,12.785114745985675,9.340623515136256,5.455746616757813,121.26061257836582,129.1007737271368,12.41806983834161,10.286459042355927,43.93393407977812,4.444277390041529,0.9997861591921104,12.557624820392018,0.3138428290348761,54.0,25.0,29.0,28.59349803355003,37.45784425743343,31.67486369064549,0.00948058419666674,0.1237059152573598,1348.5576923076922
686555,Isaac Collins,2026,477,926,198,21.382289416846653,0.12465511642546129,0.019294064029077983,12.312797204347357,9.314759058881057,5.098674753894442,121.20174132816493,128.0257105634769,11.605322538691695,9.810110424313407,43.93393407977812,6.028054928555017,3.0300167830887172,11.247382434818414,0.28544878537527374,20.0,26.0,-6.0,24.681713052241335,34.47038682969749,29.474016720442574,0.010570922005892169,0.13320451462547148,1164.7798742138366
668709,Jj Bleday,2026,485,957,217,22.675026123301986,0.1326563970449002,0.011453347537951759,10.7854671127784,9.20095006491543,3.7351271454281525,120.94269556695684,124.54928596467924,8.501690603545004,7.714848438689932,43.93393407977812,3.2204057258088747,1.6358886779459043,10.992916418769259,0.17653678157554598,32.0,27.0,5.0,28.786438158743344,37.50469074157255,31.389599453772185,0.009109981800239506,0.09759777329870462,1183.9175257731958
668885,Austin Martin,2026,336,648,116,17.901234567901234,,,12.045115877037231,9.04905018707228,5.1896955205902255,120.59694943466802,127.41642907544978,11.812498992615676,9.934294728053203,43.93393407977812,4.638691296006048,1.642625606041097,11.96826192665933,0.29272140993736373,2.0,28.0,-26.0,18.275448665010543,25.020713556151392,20.87311579077393,0.010409359399908719,0.1141674767303093,1157.142857142857
593428,Xander Bogaerts,2026,544,1063,247,23.23612417685795,0.11566101210348956,0.018105057558647237,11.869075139254932,8.949307393263531,5.158852121411807,120.36992038321173,127.01573484792482,11.742294946871878,9.892426866439207,43.93393407977812,5.422361112650281,2.50259336665888,11.471377345691707,0.2902592736103845,36.0,29.0,7.0,28.56826998956192,39.32956478248639,33.48454406503151,0.010123513445836755,0.14346108002949984,1172.4264705882354
608324,Alex Bregman,2026,651,1288,304,23.60248447204969,0.11481356680530638,0.015853025949270693,11.085120590884058,8.827420321335637,4.575634363734591,120.09248774604666,125.23134070068701,10.414806822047517,9.059013474653437,43.93393407977812,4.522875436807993,2.2651751672595726,10.883165347394563,0.24341213119593555,40.0,30.0,10.0,34.90332430881314,46.930680149922345,39.81064415774981,0.009338009193407767,0.13833214767440535,1187.0967741935483
664023,Ian Happ,2026,578,1286,318,24.72783825816485,0.12096440314762893,0.013335343857546178,10.849827283338549,8.614200403087205,4.624001173367244,119.60716831651128,124.69577903867366,10.524896689130273,9.13118374334925,43.93393407977812,3.4007181631885577,1.1650912829372135,11.139578855696842,0.2473059535809081,51.0,31.0,20.0,38.466680200946,48.91868048389547,41.742705364817645,0.008127527436197098,0.12421499875930937,1334.9480968858131
660271,Shohei Ohtani,2026,580,1220,367,30.08196721311475,0.08062672138804933,0.017458106879050802,13.210608180077601,8.611021708260225,6.634056018584244,119.59993314649165,130.06925843720006,15.100072774128739,11.662813992866734,43.93393407977812,6.682061931513421,2.0824754596960444,14.627754012792737,0.40344757186598856,139.0,32.0,107.0,29.5900067494141,42.36026132348911,36.04933328321041,0.0104674217820287,0.18360138892266775,1262.0689655172414
800050,Chase Delauter,2026,498,1005,217,21.592039800995025,0.12553709516742867,0.020357775563910198,11.719709771221316,8.518891732615295,5.572009909362313,119.39023197227485,126.6757576272134,12.682701938880074,10.43536670481336,43.93393407977812,5.131024341315867,1.9302063027098457,12.062143613154952,0.3229950283817131,22.0,33.0,-11.0,27.241549651332022,36.96890876144571,31.500299854624192,0.009678964288670341,0.1458837577626589,1210.8433734939758
573262,Mike Yastrzemski,2026,359,765,201,26.27450980392157,0.11399770572553634,0.018704275200397396,12.74235755034978,8.483240099447002,6.444633063136143,119.30908368925618,129.00345215434467,14.668918680110814,11.460690422360003,43.93393407977812,5.511553671094215,1.252436220191437,11.948025226271058,0.3895847698139281,75.0,34.0,41.0,22.913538850832804,30.537716118458754,26.211285130704177,0.00996624479428229,0.13941537641903182,1278.5515320334262
624413,Pete Alonso,2026,626,1389,386,27.789776817854573,0.1050482413659731,0.017558319190490612,12.90894658683299,8.437501026717324,6.626066841238208,119.20497493212412,129.38263294015982,15.081888248856023,11.654429217792416,43.93393407977812,5.431416515408234,0.9599709552925688,13.20585505245887,0.402867677316013,97.0,35.0,62.0,40.548621167265615,54.01695543952803,46.21539906500821,0.009696424962031979,0.1854931056475962,1331.3099041533546
678554,Curtis Mead,2026,331,734,185,25.204359673024523,0.11114747444724525,0.022736793780817267,14.17668897250804,8.256859029710292,7.730136823166103,118.79380757188042,132.2681983060408,17.594911507649677,12.703868939451846,43.93393407977812,5.854103519353364,-0.06572642344438506,14.696356726419449,0.47868786376635725,60.0,36.0,24.0,20.56228277274037,28.38308952257397,23.791796547583644,0.01065505006789319,0.15740404705399513,1330.5135951661632
663757,Trent Grisham,2026,486,972,187,19.238683127572017,0.1636560349836532,0.019386572119958017,10.672728945023485,8.229771922913198,4.976279355330755,118.73215339188391,124.29267755908961,11.326732876446941,9.640101812587297,43.93393407977812,3.329772776160912,0.886815754050625,10.566366724645173,0.27564089341587755,5.0,37.0,-32.0,30.603678541943147,39.24858898741217,33.300794490633486,0.00889394078751957,0.1292875301413345,1200.0
805367,Chase Meidroth,2026,580,1192,337,28.27181208053691,0.10163946999360778,0.016444285759855664,11.094926786440634,7.9908333371855385,5.716765659023392,118.18829454852656,125.25366102269317,13.012187000241122,10.61660599028123,43.93393407977812,3.8916519522292714,0.787558502974175,9.590722844429294,0.33431187805310403,108.0,38.0,70.0,34.25250138784582,44.977597281405096,38.014431608334114,0.008997563669093355,0.16006228243923087,1233.103448275862
673548,Seiya Suzuki,2026,565,1282,286,22.308892355694226,0.14106515451542664,0.017570616240768354,10.866963981023225,7.942281303840656,5.571021419384183,118.07778308543583,124.73478464571436,12.680451992457487,10.43411328287748,43.93393407977812,2.079845488134135,-0.8448371890484347,10.947700040007144,0.32291744131622474,27.0,39.0,-12.0,40.34463419141202,50.577691940208894,42.303155359405,0.00798210432823469,0.1465169984357107,1361.4159292035397
670623,Isaac Paredes,2026,586,1350,374,27.703703703703702,0.11179663775269878,0.015948665322588883,11.563772342187221,7.917581939481092,6.232919145795896,118.02156375321142,126.32082144337214,14.18702712686224,11.226413139861526,43.93393407977812,3.1921086853528955,-0.4540817173532332,11.487994990258226,0.37381992721909985,96.0,40.0,56.0,41.811942519509344,53.105893507045536,44.92956866887067,0.008365889620397176,0.1656803390355783,1382.2525597269623
803011,Sam Antonacci,2026,495,970,212,21.855670103092784,0.1309245946235364,0.01717211192424432,9.368944018327044,7.556293684814511,4.5307423523396135,117.19921933486151,121.32507414727372,10.31262609925256,8.991527726600543,43.93393407977812,3.33549625050076,1.5228459169882278,7.851837842787248,0.23979900856896827,23.0,41.0,-18.0,27.756014060189713,35.48539287530952,30.50779846685284,0.007968431768164754,0.12001553003222146,1175.7575757575758
677649,Ezequiel Duran,2026,529,1095,389,35.52511415525114,0.07611117579802466,0.014314729569513372,10.948832438979187,7.441223830562745,6.366640857368814,116.9373036729433,124.92112911877543,14.49139711870066,11.375427278661029,43.93393407977812,4.161336525025693,0.6537279166092507,11.403923201938174,0.383809609803202,221.0,42.0,179.0,29.60724738543159,39.26046798579824,33.276159088329244,0.008815726575677306,0.1696319732411368,1241.9659735349717
691720,Kyle Karros,2026,408,887,220,24.80270574971815,0.11493587498981866,0.018228954203920286,10.540188618659142,7.398456966968692,6.04845902911272,116.83996009447752,123.99099657116884,13.767169172989451,11.014889263937357,43.93393407977812,2.9728318340938764,-0.16889981759657413,12.458580712915346,0.35986588545772347,52.0,43.0,9.0,25.285892497760106,32.45322075844832,27.30741814494394,0.00808041517552223,0.13809941725624303,1304.4117647058822
802415,Chandler Simpson,2026,554,857,258,30.105017502917153,0.07184579612591666,0.01803113171116892,9.597467183182411,7.352358302994812,5.134256108025986,116.73503285556882,121.8452259835295,11.686310856439277,9.858882820756957,43.93393407977812,5.246545707618817,3.0014368274312178,8.683856635647306,0.28829414152356225,142.0,44.0,98.0,18.536215400486498,27.397876766291592,23.380525937187873,0.01034032831482508,0.16193682938454498,928.1588447653429
682829,Elly De La Cruz,2026,565,1209,313,25.88916459884202,0.1215218220482651,0.015303518391182812,9.541993079867032,7.225593533413905,5.275817218138225,116.44649787176627,121.71895888617681,12.008524455283357,10.050047253972275,43.93393407977812,2.016080526661476,-0.300319019791651,10.129750218298401,0.29958262033939426,70.0,45.0,25.0,38.03633030110698,47.02170711798176,39.93480613037987,0.0074320734630891555,0.1428807719412149,1283.8938053097345
667472,Dane Myers,2026,297,629,163,25.914149443561207,0.11173421634622537,0.017682399746093445,10.462493656811164,7.220079671257342,6.245086145564424,116.43394752253838,123.81415157998981,14.21472098133572,11.240120597443799,43.93393407977812,3.580509354586508,0.3380953690326862,10.718424771727179,0.3747333532634226,71.0,46.0,25.0,18.212677264434735,23.391611624556262,19.985029394955056,0.008233599936600201,0.12325890625632338,1270.7070707070707
655316,Andruw Monasterio,2026,327,679,181,26.656848306332844,0.108352708470257,0.02073840482529976,11.308937398136814,7.13085455536415,7.148316888334551,116.2308582300312,125.74078018508723,16.270605030166816,12.177513209934219,43.93393407977812,3.916177080161504,-0.2619057626111614,11.111157625614862,0.4398429408645049,85.0,47.0,38.0,19.611840233116517,25.77521111510108,21.746156741804537,0.009077129428548695,0.1495083373713382,1245.8715596330276
672515,Gabriel Moreno,2026,487,1119,329,29.40125111706881,0.10016250334834684,0.014236983242432649,9.885883283026487,6.99383518989913,6.025360361584099,115.91898230010375,122.5017028183159,13.714593258693505,10.987906368004465,43.93393407977812,2.8638091459953565,-0.028238947132001258,9.782310800875548,0.35810493624437506,129.0,48.0,81.0,32.95346360160611,40.977505532995934,35.277922025105674,0.007170725586586087,0.1461994347942831,1378.6447638603697
668227,Randy Arozarena,2026,594,1262,388,30.744849445324878,0.09693506928834743,0.01629296789430995,10.260929436397788,6.959546165873968,6.459060192254181,115.84093551293715,123.35536220763959,14.701756916476898,11.476330890627347,43.93393407977812,3.2634356176267048,-0.03794765289711499,10.459415596762849,0.3906488324100296,156.0,49.0,107.0,37.6108068838788,47.76912702591261,40.84160814532924,0.008049382045985586,0.18000097143089705,1274.7474747474748
668939,Adley Rutschman,2026,359,783,200,25.54278416347382,0.10548399199676523,0.020764059958418908,11.018206150953322,6.919065172775103,7.225726358557112,115.74879490694144,125.07903373949108,16.446800201038595,12.250856136707736,43.93393407977812,3.665148144679768,-0.43399283349845064,12.508971455961053,0.4451570824587154,64.0,50.0,14.0,21.096798399353045,27.689358413006783,23.289778705919773,0.008419616875675271,0.15450545872398772,1308.6350974930363
545361,Mike Trout,2026,555,1262,267,21.156893819334393,0.16639532383517644,0.013228604946189899,8.339971021020164,6.865725252311465,4.356111365082908,115.62738551900276,118.98298250704318,9.915140668196925,8.7244069997248,43.93393407977812,0.06006353840102501,-1.4141822303076736,9.343352328382029,0.2257627271535843,18.0,51.0,-33.0,44.42755146399211,52.142024658435766,44.48311023701306,0.006112894765803211,0.11342558539484293,1364.3243243243242
680869,Zack Gelof,2026,369,699,174,24.892703862660944,0.1040572185553479,0.023824348179788644,10.413666439235204,6.784508286151236,6.890227505899864,115.44252393567004,123.7030137577149,15.683156198550616,11.925278628976804,43.93393407977812,3.7664287354890593,0.13727058240509127,10.002676060439267,0.4218105885081363,57.0,52.0,5.0,18.105956028630533,24.510360888760182,20.422309700956305,0.009162238712631832,0.16027658849675266,1136.5853658536585
605141,Mookie Betts,2026,453,796,164,20.603015075376884,0.1331494257065575,0.01767715285096226,7.81320703878379,6.56121973807381,4.140977782840606,114.93428684569773,117.78399135528372,9.425465462121254,8.385223061519353,43.93393407977812,2.3409098122641723,1.088922511554193,6.769186197146517,0.20854973759061263,12.0,53.0,-41.0,21.83650581587543,27.73547713015719,23.60389272413488,0.007410767982766031,0.11081366485313304,1054.3046357615895
621566,Matt Olson,2026,623,1363,381,27.953044754218638,0.11636075385747992,0.015421870134854547,8.712125300551808,6.412254154231158,5.702585530096464,114.59521959173372,119.8300595724748,12.979910972100368,10.599053996194131,43.93393407977812,1.2307338460527204,-1.0691373002679292,8.598139616421149,0.3332073839080002,100.0,54.0,46.0,44.33344721969985,53.37953732343947,45.611359196517924,0.006636896627835382,0.16038386537970264,1312.6805778491173
666397,Edouard Julien,2026,276,564,105,18.617021276595743,,,8.807134820582595,6.366667916211526,5.90361572675428,114.4914587085475,120.04631500696027,13.437484829002809,10.84384130398918,43.93393407977812,1.5523050147054,-0.8881618896656693,9.51641104675758,0.34877609747345095,3.0,55.0,-52.0,17.550798058908015,21.60208007637601,18.2648583656725,0.007183124144446797,0.11435005048706648,1226.0869565217392
682998,Corbin Carroll,2026,605,1291,379,29.35708752904725,0.10251557083815663,0.014844959525112122,8.6580561808781,6.353540316681558,5.7451047827070685,114.46157838982592,119.70699042147291,13.076690952088947,10.651553223020686,43.93393407977812,1.2419303504942192,-1.0625855137023228,7.979373995354029,0.3365164440399826,128.0,56.0,72.0,38.85340134766136,47.58360799671345,40.10568111774303,0.006762359914060484,0.16122743960275113,1280.3305785123966
676475,Alec Burleson,2026,611,1240,472,38.064516129032256,0.06869176317973687,0.014218147546815758,9.35727281798485,6.3519105240026015,6.561972769585928,114.45786874553139,121.29850880413599,14.936000854533692,11.586717609784733,43.93393407977812,3.256581078127296,0.2512187841450473,11.302916703575503,0.3981999971572653,241.0,57.0,184.0,32.4225122208358,41.951335040483706,35.73879728539543,0.007684534531974117,0.18976387544095133,1217.6759410801965
668930,Brice Turang,2026,613,1296,324,25.0,0.1310516123659339,0.01564038604694794,8.153793856952507,6.342117088016621,5.100292476163701,114.43557746615677,118.55921630452286,11.609004708984758,9.812334220143075,43.93393407977812,0.8303735864565975,-0.981303182479289,7.116482831632085,0.2855782134323049,58.0,58.0,0.0,42.46072240656259,50.7911817970824,43.309087420725746,0.006427823603796151,0.14474441147631245,1268.515497553018
694384,Nolan Schanuel,2026,444,847,232,27.390791027154666,0.09296706130258248,0.02213999495658881,9.88943777809949,6.331073895520077,7.156647871681316,114.41044155987419,122.509793364149,16.289567555424938,12.185456985793795,43.93393407977812,4.104062473219612,0.5456985906401988,9.00041473541131,0.4404169748734294,91.0,59.0,32.0,21.568358222199134,28.886542177992755,24.605364452381647,0.008640122734112896,0.18196994496237734,1144.5945945945946
681082,Bryson Stott,2026,540,1151,353,30.668983492615116,0.09602021432293599,0.01717148825028017,9.45323008073965,6.2878141967413805,6.782465334707764,114.31197621711627,121.5169214383894,15.437873882160698,11.816367438059052,43.93393407977812,2.3806359155118884,-0.7847799684863803,8.10303890418914,0.41414114697691223,154.0,60.0,94.0,33.895135655996405,42.40304272866209,36.037707979957105,0.0073917524523594135,0.17992538074275632,1278.8888888888887
689414,Liam Hicks,2026,503,965,260,26.94300518134715,0.10299842659107358,0.01859894180979972,8.6153216616523,6.274364874352549,5.8414689392112304,114.28136361055022,119.60972046347598,13.296029735474878,10.76909228398042,43.93393407977812,2.2729712240884505,-0.06798556321130089,8.051781357991352,0.34398428702922745,88.0,61.0,27.0,26.779590913679133,34.00210224003098,28.68509845653995,0.007484467695701396,0.1576431665098917,1151.093439363817
702616,Jackson Holliday,2026,332,644,171,26.552795031055897,0.10261926457424633,0.018914733883471563,8.625187845438447,6.231475184762113,5.935503721568401,114.18374046231915,119.63217732738494,13.510066525775553,10.881877342988668,43.93393407977812,2.6991696992128387,0.3054570385365043,7.988848331216163,0.35122713433430497,82.0,62.0,20.0,17.547894242196122,22.320498183338728,19.041434809093893,0.007410875685004049,0.12942002556227808,1163.855421686747
701762,Nick Kurtz,2026,428,991,233,23.511604439959637,0.14213593263062418,0.013548571072359045,7.815484701639955,6.170229362610751,4.955267336699976,114.04433609657274,117.78917564597808,11.278906477398262,9.610565484244521,43.93393407977812,-0.415846990807958,-2.061102329837162,8.337609504567002,0.27395440756048256,38.0,63.0,-25.0,33.11767230293543,38.69271805677194,32.821034782825755,0.005625676845445511,0.11228526829354657,1389.252336448598
643289,Mauricio Dubón,2026,552,1086,408,37.569060773480665,0.06614384511091208,0.0174611283249561,9.961110537414243,6.0234788872310805,7.798338250282215,113.71031075044009,122.67293094974423,17.750147838164185,12.761930863637835,43.93393407977812,4.174419153540723,0.2367875033575606,10.733780633709927,0.4830734651226622,236.0,64.0,172.0,26.986688805252125,36.15091049967323,30.82715442650959,0.008438509847533244,0.21770829838543101,1180.4347826086957
