batter,game_year,plate_appearances,total_run_value,mean_run_value,run_value_spread,total_neutral_value,runs_per_600_pa,neutral_runs_per_600_pa,context_bonus_per_600_pa,standard_error_per_600_pa,minimum_plate_appearances,runs_per_600_shrunk,shrinkage_factor,player,chase_rate,chases,cost_per_chase,cost_per_chase_se,runs_saved_shrunk,chase_plus,runs_saved_vs_anchor_shrunk
592450,2024,702,97.19543992499958,0.13845504262820452,0.6051887829460184,89.9378195870819,83.0730255769227,76.86993127101017,6.203094305912529,13.704827205033906,300,43.58737345181869,0.4895541620588714,Aaron Judge,18.87550200803213,282.0,0.1076815859319206,0.0209517809549995,10.443886111741676,128.97964874540088,10.443886111741676
665742,2024,712,72.23915313560786,0.10145948474102229,0.5349385662595472,66.7969549574445,60.87569084461337,56.28956878436334,4.586122060250034,12.028602212326287,300,36.036753864562144,0.42489488777693085,Juan Soto,18.036966220522626,283.0,0.0846741786401893,0.0194807790550413,17.090144642075153,147.42165736359598,17.09014464207515
660271,2024,725,73.44158128639448,0.10129873280881997,0.5503913822221227,73.96547574483617,60.779239685291984,61.21280751296787,-0.433567827675887,12.26461366217665,300,35.425508752686866,0.4344176967897765,Shohei Ohtani,26.71232876712329,390.0,0.0935465769459347,0.014697331398525,4.139747136942708,111.4869519487102,4.139747136942705
677951,2024,709,66.44506408035075,0.0937165924969686,0.520444973721146,63.26280936532713,56.22995549818116,53.53693317235018,2.693022325830981,11.727432755868174,300,34.0291613619329,0.4125523277453287,Bobby Witt,31.93215339233038,433.0,0.0497956999308408,0.0163195710678598,8.542072126312316,123.70250375481434,8.542072126312316
592626,2024,448,40.76093183695382,0.09098422285034335,0.5316014614122696,30.485842958843943,54.59053371020601,40.829253962737425,13.761279747468585,15.069484966021763,300,26.57593521363653,0.5369470302766762,Joc Pederson,30.2713987473904,290.0,0.0830168037152793,0.0176513521346227,3.7226187746811576,110.32950602381702,3.722618774681159
670541,2024,634,46.96452757683594,0.07407654191929959,0.5301707016499565,47.60969715511249,44.44592515157976,45.05649573039037,-0.6105705788106093,12.633461042702447,300,25.5735013198777,0.4490307050506888,Yordan Álvarez,30.88356729975227,374.0,0.078521273768765,0.0151711543832296,3.7890470205982494,110.51383082522273,3.789047020598248
665489,2024,696,48.626205432133304,0.0698652376898467,0.5270831664864487,48.686551934582475,41.91914261390802,41.97116546084696,-0.05202284693893944,11.987421519502504,300,25.20091902619203,0.423219727636409,Vladimir Guerrero,27.67441860465116,357.0,0.0890624287624334,0.0152162019852927,4.792328577557592,113.29773202850498,4.792328577557594
606466,2024,581,43.66569150755888,0.0751560955379671,0.5287843220695041,38.482193095066606,45.09365732278026,39.74064691401026,5.353010408769997,13.162602145570792,300,25.060797392738223,0.46940666458061003,Ketel Marte,26.21895124195032,285.0,0.0961468905034061,0.0184659351103259,4.053265875703427,111.2469841295518,4.053265875703428
667670,2024,613,46.36961174564865,0.07564373857365195,0.5605395699335185,43.09248582470617,45.38624314419117,42.17861581537309,3.207627328818077,13.583987995542872,300,24.540466328733586,0.48512884145932345,Brent Rooker,31.137254901960787,397.0,0.1246673423978593,0.0123030496544295,-5.964922542879128,83.44855945031622,-5.96492254287913
621043,2024,366,31.803754271201875,0.08689550347322916,0.5254368727958814,26.315657380547353,52.1373020839375,43.14042193532353,8.996880148613968,16.47901518902689,300,23.249496495710854,0.5810024385870484,Carlos Correa,25.662482566248254,184.0,0.0599083157366062,0.027420263644299,8.462430478557224,123.48151446474034,8.46243047855722
608070,2024,679,45.24200559564162,0.06663034697443537,0.5632351241045673,33.579097379027644,39.97820818466123,29.672250997668023,10.305957186993204,12.96898814948755,300,22.6235665656463,0.4620323012431625,José Ramírez,31.652661064425768,452.0,0.0753215426919951,0.0139960380179184,6.308626642770842,117.50514915782514,6.308626642770842
608369,2024,529,36.19280047035504,0.06841739219348779,0.524872068144935,26.479130745639566,41.050435316092674,30.033040543258487,11.017394772834187,13.69231482117222,300,22.154753304612036,0.4890976662171077,Corey Seager,27.836134453781515,265.0,0.12369252253897,0.0122585555633656,-3.896562122890912,89.18783674698834,-3.896562122890917
656941,2024,689,40.80388395147817,0.05922189252754451,0.5215367301811332,34.871265095720666,35.533135516526706,30.366849139959943,5.166286376566763,11.921380211421356,300,21.606837534894787,0.42052495228198006,Kyle Schwarber,21.066846725185687,312.0,0.1384705343988909,0.0149284594940272,4.134680572760803,111.47289326894612,4.134680572760804
605141,2024,515,34.89161698936385,0.0677507126007065,0.5291079449271907,24.19287361593847,40.6504275604239,28.185872173908898,12.464555386515002,13.989169059941526,300,21.54042276147306,0.4998202769916524,Mookie Betts,21.217887725975263,223.0,0.0796579124473549,0.0213887094562206,11.442909571056106,131.75173459827113,11.442909571056106
663656,2024,341,27.55460747991631,0.08080530052761381,0.5263059914991185,31.322366182342922,48.48318031656829,55.11266776951834,-6.629487452950052,17.10064041671192,300,20.893261019047788,0.5989149622574191,Kyle Tucker,17.41007194244604,121.0,0.1184679464462242,0.0306895838928081,9.32731273047858,125.88138589177876,9.327312730478583
595777,2024,667,37.50860532711497,0.05623479059537477,0.511533737303615,25.19885514705479,33.74087435722486,22.66763581444209,11.073238542782772,11.883999245071736,300,20.616187716859923,0.41899511899824005,Jurickson Profar,22.12121212121212,292.0,0.0753951840708454,0.0192782421523619,12.05754914121071,133.4572337446166,12.05754914121071
592885,2024,314,22.699149076713653,0.07229028368380144,0.4766767059689622,22.433481147065656,43.374170210280866,42.866524484838834,0.5076457254420319,16.140253662679573,300,19.993312020290052,0.5708566421272928,Christian Yelich,25.073746312684364,170.0,0.0752744498779134,0.0208805310190261,8.955146913845658,124.84870183857542,8.955146913845658
683002,2024,717,35.04611317747856,0.04887881893651124,0.4854367309244163,47.62139822273928,29.327291361906745,39.85054244580693,-10.523251083900185,10.877380154610224,300,19.192185182046686,0.3766211089600474,Gunnar Henderson,23.31081081081081,345.0,0.0978783074795743,0.0148375862994416,8.716348176528324,124.1860841640566,8.716348176528323
542303,2024,689,36.667587534479686,0.05321855955657429,0.5467596147130961,38.83928874519806,31.931135733944576,33.82231240510716,-1.8911766711625866,12.497929434387636,300,18.83557420869443,0.4436998405612987,Marcell Ozuna,26.529338327091136,425.0,0.1059173286512542,0.0155891394251582,4.063452143022765,111.2752489388175,4.063452143022768
547180,2024,625,32.38871255945072,0.051821940095121144,0.5389109815146939,28.419284598441106,31.093164057072688,27.282513214503464,3.810650842569224,12.933863556352652,300,17.882353249976696,0.46068438773411824,Bryce Harper,33.261339092872575,462.0,0.0961653116443079,0.0129937566402342,0.8630406065444816,102.39476123763532,0.8630406065444787
673548,2024,582,28.186714404921556,0.04843078076447003,0.5146582973406373,29.6217148645893,29.058468458682018,30.537850375865258,-1.4793819171832396,12.79996366831741,300,16.92266096415306,0.45551766287486156,Seiya Suzuki,20.846394984326015,266.0,0.1252121856088079,0.0156041674882941,6.099956346714013,116.92613174815357,6.099956346714009
607043,2024,663,29.97278841228437,0.0452078256595541,0.5212528345264973,7.202335869435851,27.12469539573246,6.517951013064119,20.60674438266834,12.14626957987177,300,16.50866560422201,0.4296592611726879,Brandon Nimmo,24.35614422369389,331.0,0.0847216951371579,0.0152910889465002,10.225365028716428,128.37329741584963,10.225365028716425
661388,2024,677,30.330130283594695,0.04480078328448256,0.5262781590268908,24.567242186835347,26.880469970689536,21.773035911523205,5.10743405916633,12.135907647046535,300,16.37960548934284,0.4292410270234347,William Contreras,25.771715721464467,359.0,0.123392735395889,0.0141337796872615,1.6038170882913774,104.45026452541474,1.60381708829138
668804,2024,690,27.806682687305322,0.040299540126529455,0.4897269720506841,24.89405362030773,24.179724075917672,21.64700314809368,2.5327209278239913,11.186152320279122,300,15.695345914161884,0.389852457218608,Bryan Reynolds,30.3314121037464,421.0,0.1077796923789221,0.0118795776860921,-0.6811224812030815,98.11002436768534,-0.6811224812030813
682985,2024,586,24.475796440706585,0.041767570717929324,0.49724724219886285,25.240766253755837,25.060542430757593,25.843787973128844,-0.783245542371251,12.324656545607775,300,15.169269910755267,0.4368190436971244,Riley Greene,23.164763458401303,284.0,0.1236477031191127,0.0146957217138149,4.0854172007988,111.3361974834695,4.0854172007988
807799,2024,421,19.373346376235496,0.0460174498247874,0.48619832012307423,11.349778654937364,27.61046989487244,16.175456515350163,11.435013379522278,14.217513733472252,300,14.814158443679068,0.5079152029600441,Masataka Yoshida,25.718015665796344,197.0,0.0855614662404408,0.018700192438041,4.161190853765206,111.54645387880242,4.161190853765209
596019,2024,688,26.60593684695683,0.03867141983569307,0.5177084009013828,30.383920237464817,23.20285190141584,26.4976048582542,-3.2947529568383587,11.842468647995972,300,14.528954005868176,0.4172916421109541,Francisco Lindor,26.59984579799537,345.0,0.0889786419132221,0.0152025473265278,5.684924840281955,115.77450416949262,5.684924840281954
663993,2024,564,21.934432940712284,0.03889083854736221,0.48649952679386754,13.074757263789001,23.334503128417325,13.909316238073405,9.42518689034392,12.29119533262224,300,14.225168120658994,0.43548187453069526,Nathaniel Lowe,23.53923205342237,282.0,0.0915399096367662,0.0182571537786675,9.873112387439628,127.39586835308296,9.873112387439626
646240,2024,598,24.106558386874493,0.04031197054661286,0.5261021105793762,22.643371592034008,24.18718232796772,22.719101931806698,1.468080396161021,12.908349108594107,300,14.17920763656362,0.4597033287818849,Rafael Devers,30.466237942122188,379.0,0.0793140652255406,0.0164888379776464,5.91838630622808,116.42231200714212,5.9183863062280855
694192,2024,571,23.805342204507603,0.041690616820503686,0.5392698272564196,13.25791465841966,25.01437009230221,13.931258835467244,11.083111256834968,13.5406439333502,300,14.087651185080789,0.483532451382483,Jackson Chourio,32.095238095238095,337.0,0.1100534308666001,0.0159132881217579,-3.50303827357936,90.27978497430246,-3.503038273579357
686469,2024,556,22.83088032881266,0.041062734404339316,0.5313983954597506,5.107820172670537,24.63764064260359,5.512036157558134,19.125604485045457,13.521787088359796,300,13.908548495116145,0.4828364489829145,Vinnie Pasquantino,30.92224231464738,342.0,0.0849620989794164,0.0174862406774031,1.886255572312452,105.23397357504832,1.8862555723124532
642715,2024,689,27.176805964489237,0.03944384029679134,0.584913481214001,16.109633709377494,23.666304178074807,14.02870860032873,9.637595577746076,13.370057364735187,300,13.525912321507283,0.47720323813609894,Willy Adames,28.11361981063365,386.0,0.1268206336692585,0.01185108980703,-2.2413517822029654,93.78070704063929,-2.241351782202966
672515,2024,348,16.51820342076525,0.04746610178380819,0.5156421454133175,2.7598193100263533,28.479661070284912,4.758309155217851,23.72135191506706,16.58479222764812,300,13.255895707572442,0.58411439568946,Gabriel Moreno,21.823204419889503,158.0,0.0728942358469822,0.0322213422059479,9.143214470002192,125.37055085717924,9.143214470002196
680757,2024,543,18.589860051207584,0.03423546970756461,0.44992946029975,17.182874619763055,20.541281824538764,18.986601789793433,1.5546800347453313,11.584992747448096,300,13.171054912178938,0.4066420298461086,Steven Kwan,19.23444976076555,201.0,0.1025150476440939,0.0168786703006198,11.015289486564823,130.56517628918505,11.015289486564829
664983,2024,492,17.844532050484375,0.03626937408635036,0.4790224409513058,7.950139330480158,21.761624451810214,9.695291866439216,12.066332585370997,12.957599679901968,300,12.832080802859526,0.46159560497760366,Jake Mccarthy,31.13983548766158,265.0,0.0844850104654624,0.0145385942907717,2.81797450257664,107.81930311997132,2.81797450257664
606192,2024,649,23.704301048571747,0.036524346762052,0.5566938532435342,28.789313234614763,21.9146080572312,26.615697905653093,-4.701089848421894,13.111287121940865,300,12.80007758797495,0.4674613682884974,Teoscar Hernández,29.034690799396685,385.0,0.1152658275604557,0.0104969444796483,-3.0452092400481834,91.55016694086407,-3.0452092400481825
621439,2024,387,17.6161114768442,0.045519667898822225,0.5441416038735727,16.290229249397992,27.311800739293336,25.256169378911615,2.055631360381721,16.596163329842067,300,12.761910264477663,0.5844473582008503,Byron Buxton,33.33333333333333,244.0,0.0949695925950751,0.0155013193854827,-1.3866142457667603,96.15242895625674,-1.3866142457667603
668715,2024,660,22.712928781234467,0.03441352845641586,0.5400532154865196,7.455798760017387,20.648117073849516,6.77799887274308,13.870118201106436,12.61292574141873,300,12.47631261565384,0.448225895774676,Spencer Steer,24.88653555219365,329.0,0.1220874059029455,0.0147803812164681,1.8004446199730282,104.99586572604476,1.80044461997303
680776,2024,737,21.296206990105752,0.028895803243020015,0.4574692311004017,33.99059561744818,17.33748194581201,27.672126689917107,-10.334644744105098,10.110657425494319,300,12.220156194789292,0.342965750245333,Jarren Duran,28.25464949928469,395.0,0.1238768537051094,0.0106232843298363,-4.567779389964991,87.32534605879653,-4.56777938996499
671218,2024,513,18.071585733930775,0.03522726263924127,0.5074805920714438,11.988081590718664,21.136357583544765,14.021148059320076,7.115209524224689,13.443489295623069,300,12.152092640691306,0.4799368204635809,Heliot Ramos,29.980657640232103,310.0,0.1348346431121702,0.01141990340437,-6.881812582981748,80.9043770438787,-6.881812582981748
664774,2024,401,13.403891368029816,0.033426163012543184,0.4275259875046202,11.991173311622019,20.05569780752591,17.941905204421975,2.113792603103935,12.809777398538987,300,12.01410507439008,0.4558978588239345,Lamonte Wade,20.09512485136742,169.0,0.1449510120342667,0.0202430726475948,3.733028121969661,110.35838983438929,3.733028121969664
608385,2024,507,17.51682280487593,0.03454994636070203,0.5016608749685958,7.26074929723781,20.72996781642122,8.592602718624628,12.137365097796591,13.367724978693323,300,11.992399348651357,0.4771161883206931,Jesse Winker,19.31106471816284,185.0,0.0898463684760974,0.0244762654887407,11.93912524378485,133.12863164059667,11.939125243784854
680977,2024,652,19.091933863865854,0.02928210715316849,0.4845521279666657,18.061265553329175,17.569264291901096,16.620796521468566,0.9484677704325293,11.385915533813785,300,11.53390793395798,0.39830528226387524,Brendan Donovan,23.61344537815126,281.0,0.0988377707825689,0.0123242104015449,6.304496684753268,117.49368936868132,6.304496684753266
669364,2024,303,11.16986393751396,0.03686423741753782,0.439880418361833,14.99924699627768,22.11854245052269,29.701479200549862,-7.582936750027173,15.162281854635971,300,11.479566085294891,0.5399983726351316,Xavier Edwards,,,,,,,
664023,2024,659,19.99409612586609,0.030340054819220166,0.52480882236772,17.034622654760476,18.204032891532098,15.50951986776371,2.694513023768387,12.266189513392021,300,11.344728490857623,0.4344808323549133,Ian Happ,23.34834834834835,311.0,0.1034998163597445,0.0175410742743997,6.7985458134067445,118.86457469414007,6.798545813406746
681807,2024,393,15.890475108443471,0.04043377890189179,0.5705157025086559,11.22480813792691,24.260267341135073,17.137111660957114,7.123155680177959,17.267226163080526,300,11.076275041200038,0.6035633740772369,David Fry,28.439153439153444,215.0,0.1069989440304763,0.0245241634074187,0.1334285793411943,100.37023702868213,0.1334285793411954
664761,2024,603,19.19841060944503,0.03183816021466838,0.5608705247215189,9.044971977497553,19.102896128801028,8.99997211691299,10.102924011888039,13.704248072211463,300,10.93443953538207,0.48953304206355136,Alec Bohm,27.431906614785994,282.0,0.0812946591058296,0.0223037406034069,3.448204467464959,109.5680624243031,3.448204467464958
670623,2024,642,18.054337932455127,0.0281220217016435,0.49759375760547453,8.032026655058823,16.8732130209861,7.506566967344695,9.366646053641404,11.783075482128343,300,10.875939340128978,0.41484853905011204,Isaac Paredes,26.779661016949152,395.0,0.1054650899688088,0.0137578801153111,6.052225998544125,116.79368979027888,6.052225998544127
671732,2024,449,14.298696831823122,0.031845649959516976,0.4961149116718147,11.322422720961434,19.107389975710184,15.130186264091003,3.9772037116191807,14.047866152976928,300,10.730089354278913,0.5019138263302326,Lawrence Butler,27.184466019417474,252.0,0.1174646002046582,0.0150829417693724,-0.2883900333632169,99.19977661771468,-0.2883900333632174
518692,2024,639,17.958980871072253,0.02810482139447927,0.5094057537388321,27.4893055246178,16.862892836687564,25.811554483209203,-8.94866164652164,12.091068102313217,300,10.68817138333995,0.42742823899850113,Freddie Freeman,26.78983833718245,348.0,0.1107363730079202,0.0147466304589584,2.813925676836261,107.80806845630951,2.813925676836261
682829,2024,696,18.669666514921484,0.02682423349845041,0.5217678395094651,19.45165135985046,16.094540099070244,16.768664965388325,-0.6741248663180812,11.866535350035504,300,10.3733724719431,0.41827928426940897,Elly De La Cruz,27.01388888888889,389.0,0.1157974088390608,0.0126778079060491,-1.0365996197353056,97.12364798427168,-1.0365996197353058
687263,2024,604,17.65858874081581,0.02923607407419836,0.5447686550352806,3.805212975525407,17.541644444519015,3.7800128895947753,13.76163155492424,13.299793325039953,300,10.363715430232634,0.47457477762432393,Zach Neto,31.538461538461537,369.0,0.1076036401308532,0.0156993261362085,-2.91821239240159,91.90255722903792,-2.9182123924015864
695578,2024,338,12.255281677841655,0.03625822981609957,0.5247737657392175,9.163259020489512,21.754937889659743,16.266140273058305,5.488797616601438,17.126357923523145,300,10.15900532733611,0.5996367214555648,James Wood,21.060171919770774,147.0,0.1254559507941965,0.0200070486015939,4.401690207413975,112.21379041595613,4.401690207413975
671277,2024,528,15.797173247037728,0.029918888725450243,0.5514808620359081,5.425827624531661,17.951333235270145,6.1657132096950695,11.785620025575074,14.400074365145771,300,9.96199252192444,0.514291372778834,Luis García,35.77235772357724,352.0,0.091142154470911,0.0132695373246319,-3.426735980982446,90.4915082365316,-3.426735980982443
656811,2024,493,13.6438041931711,0.0276750592153572,0.4934008067171114,13.929677038304165,16.60503552921432,16.952953799153143,-0.34791826993882324,13.332992842710222,300,9.85395428350446,0.475818275707098,Ryan O'Hearn,26.370217166494317,255.0,0.1109001909574039,0.0174256472059702,2.196076312401584,106.09366278706769,2.196076312401583
621566,2024,684,16.953284613109254,0.024785503820335168,0.5359975058827545,14.600651021544632,14.8713022922011,12.80758861539003,2.063713676811071,12.296626116488287,300,9.44483260847631,0.4356990822067295,Matt Olson,28.909329829172144,440.0,0.1048322811740288,0.0140632083783512,3.1673846546403617,108.7888448563083,3.167384654640367
641355,2024,568,14.889545650757462,0.026213988821756094,0.5272172457482867,6.638097569371759,15.728393293053657,7.012074897223688,8.716318395829969,13.272926532134598,300,9.424410380326636,0.4735664299961265,Cody Bellinger,32.4298160696999,335.0,0.0822397976281918,0.0165951878477365,2.071833882078101,105.74891544383482,2.0718338820781006
608701,2024,307,10.070731347620647,0.03280368517140276,0.5043522308155348,8.863825918025455,19.682211102841656,17.323438276271247,2.3587728265704087,17.270941325665707,300,9.259588428978343,0.6036663215800906,Rob Refsnyder,,,,,,,
