xchase_plus_rank,player,batter,game_year,plate_appearances,chase_rate,xchase_plus,xchase_plus_posterior_sd,chase_plus,chase_plus_posterior_sd,chase_plus_rank,rank_move,luck,luck_se,luck_z,chases,chases_in_play
25.0,Will Smith,669257,2024,541,26.63139329805996,125.29238194270891,9.257099632483987,118.05148087435812,11.348958137126168,39.0,-14.0,-7.240901068350794,9.595716546146695,-0.5607707873350005,302,75
26.0,Andrew Benintendi,643217,2024,523,25.07836990595611,125.17982465122152,8.51927702378439,106.08618310486834,10.484307722372618,103.0,-77.0,-19.093641546353183,9.43331529585588,-2.377245023814843,240,85
27.0,Nathaniel Lowe,663993,2024,566,23.53923205342237,124.21176975171986,8.780136851511804,127.39586835308296,12.111688600286469,14.0,13.0,3.184098601363104,11.28645106495415,1.2055249295938422,282,58
28.0,Danny Jansen,643376,2024,323,20.348837209302324,123.68543560585032,10.055118026070108,111.45968156164528,11.722391523258011,72.0,-44.0,-12.225754044205033,6.542340183825426,-2.1555762074935583,140,41
29.0,Mike Tauchman,643565,2024,352,22.886866059817944,123.07065699568996,9.654435199913236,118.29347310340054,11.588050571864994,38.0,-9.0,-4.777183892289415,8.801080030207512,-0.2591255659563003,176,42
30.0,Tommy Pham,502054,2024,479,18.75693673695893,122.83522443727426,8.582145922019214,116.57737790811694,10.605913806852612,48.0,-18.0,-6.2578465291573195,7.735779217857658,-0.6188376300515275,169,45
31.0,Luis Arráez,650333,2024,669,35.35087719298245,122.78318231933642,8.435318520145277,116.02659489493776,12.178203223361876,54.0,-23.0,-6.75658742439866,12.54225274749652,-0.18219963511967377,403,178
32.0,James Wood,695578,2024,338,21.060171919770774,122.74830667056568,10.970781130713776,112.21379041595613,12.442534250593113,65.0,-33.0,-10.534516254609557,11.888045479676205,-1.0394244786396332,147,32
33.0,Freddie Freeman,518692,2024,632,26.78983833718245,122.70333871261352,8.131659104323328,107.80806845630951,11.447066604727244,95.0,-62.0,-14.895270256304002,11.011176174391824,-1.4339980978805524,348,98
34.0,Andrew Mccutchen,457705,2024,514,17.38712776176753,122.6520406681179,7.578928204957224,125.5155698131565,9.751985216227672,17.0,17.0,2.863529145038598,7.509436687630664,0.961127493931107,181,29
35.0,Rafael Devers,646240,2024,588,30.466237942122188,122.544913318447,11.318938085442468,116.42231200714212,13.16814116482735,51.0,-16.0,-6.1226013113048765,11.597589190134366,-0.3249768682672307,379,110
36.0,Alex Bregman,608324,2024,636,23.82978723404256,122.43487193684508,7.263732843102,115.4889796380518,10.539877367282427,57.0,-21.0,-6.945892298793282,8.819385868939584,-0.5034478381220459,280,79
37.0,Gunnar Henderson,683002,2024,716,23.31081081081081,122.3228198804312,8.691200206941607,124.1860841640566,10.462067703701816,22.0,15.0,1.8632642836253979,8.97279418610221,0.6771588219030402,345,90
38.0,Mark Canha,592192,2024,460,24.0041928721174,121.96087759088697,8.498976503001698,119.9116767383301,12.615951231646813,33.0,5.0,-2.049200852556865,13.129852372873849,0.48262905791191907,229,66
39.0,Mitch Garver,641598,2024,431,20.17738359201774,121.92152359888546,8.69108790175475,119.98858676399004,10.589000395190787,32.0,7.0,-1.9329368348954148,8.174960235734915,0.11903315876957285,182,28
40.0,Maikel García,672580,2024,627,20.77338129496403,121.913404852931,7.606196649489536,115.25476592862894,11.615152784713825,58.0,-18.0,-6.658638924302053,11.022102219623275,-0.24569230903110173,231,91
41.0,Randy Arozarena,668227,2024,644,24.738675958188157,121.88073360875464,8.128395956466274,111.7396019871886,11.001301687180131,68.0,-27.0,-10.141131621566032,10.161687332941469,-0.92755111166089,355,102
42.0,Enrique Hernández,571771,2024,395,26.507713884992988,121.87843632183323,9.836649002497223,111.80691675856676,10.68013263464773,67.0,-25.0,-10.071519563266477,8.67063394427073,-1.3931239503675854,189,49
43.0,Brandon Nimmo,607043,2024,664,24.35614422369389,121.04104196094788,7.49209371814161,128.37329741584963,10.791388392972369,13.0,30.0,7.332255454901755,8.374332234507463,1.8821220709993602,331,68
44.0,Taylor Ward,621493,2024,662,21.023622047244096,120.68451149221596,6.722193810283093,121.90336864619805,8.87901678814347,30.0,14.0,1.2188571539820856,6.292183659514783,0.6462769966618716,267,46
45.0,Max Schuemann,680474,2024,461,21.524663677130047,120.31432349644736,9.663850635478155,112.95334516670349,10.431085081910773,63.0,-18.0,-7.3609783297438725,5.6275930865176935,-1.4943832673110948,192,37
46.0,Brendan Donovan,680977,2024,648,23.61344537815126,120.3037780188254,6.616820749601088,117.49368936868132,8.459565782774215,42.0,4.0,-2.810088650144081,7.1410597793382316,-0.19813220409954038,281,79
47.0,Francisco Lindor,596019,2024,687,26.59984579799537,120.27899243872032,7.887602443979227,115.77450416949262,10.675810887957232,55.0,-8.0,-4.504488269227707,9.721534608019446,-0.19666525767182796,345,93
48.0,Bobby Witt,677951,2024,705,31.93215339233038,119.3901727348308,9.069958746185812,123.70250375481434,12.782834954857076,25.0,23.0,4.312331019983546,12.82701689609212,1.2456290008270767,433,138
49.0,Nico Hoerner,663538,2024,639,32.27561196736174,118.7556827106548,7.694140727395111,117.05688331270038,11.156457120467053,44.0,5.0,-1.6987993979544171,11.856950789749442,0.2325310768508621,356,129
50.0,Xander Bogaerts,593428,2024,462,25.696969696969692,118.6509440774593,8.637233189642295,116.4816562973252,11.8832946430786,50.0,0.0,-2.1692877801340984,11.724661708111173,0.22297732654672447,212,60
51.0,Vladimir Guerrero,665489,2024,686,27.67441860465116,118.27053121217344,7.781281436896404,113.29773202850498,11.075986422527311,62.0,-11.0,-4.972799183668457,10.800667942830808,-0.2218263263800283,357,111
52.0,Brandon Drury,592273,2024,361,26.79355783308931,117.8347225522576,10.475851622403622,95.38071728444486,12.052203561126277,175.0,-123.0,-22.454005267812747,12.28415803976876,-2.6072300880290546,183,65
53.0,Joc Pederson,592626,2024,441,30.2713987473904,117.69243507668284,11.410215403004935,110.32950602381702,13.880072343088983,82.0,-29.0,-7.362929052865823,15.24940525867943,-0.404988582806047,290,79
54.0,Shohei Ohtani,660271,2024,720,26.71232876712329,117.4684309340212,8.700024818467682,111.4869519487102,11.134181548985154,70.0,-16.0,-5.981478985311,9.371104795035174,-0.5172269613316653,390,98
55.0,Seiya Suzuki,673548,2024,580,20.846394984326015,117.22000255174892,8.352562963760453,116.92613174815357,10.490661164631168,45.0,10.0,-0.2938708035953539,8.282800009616752,0.32121666796660436,266,65
56.0,Edouard Julien,666397,2024,301,17.868852459016395,116.8985481384373,9.363295443986752,118.52990371303136,11.468854042965008,36.0,20.0,1.6313555745940533,9.256627101839642,0.6767196154403338,109,19
57.0,Christian Yelich,592885,2024,313,25.073746312684364,116.73894084887856,9.84345946106702,124.84870183857542,13.840769050654206,20.0,37.0,8.109760989696866,16.423546136531225,1.5956319587607557,170,35
58.0,Whit Merrifield,593160,2024,336,25.588235294117645,116.71291635035637,9.760718729755782,100.72224250778676,11.020891379033342,134.0,-76.0,-15.990673842569606,9.09950303967181,-2.2910402444142894,174,49
59.0,Adley Rutschman,668939,2024,637,29.121725731895225,116.70764427361132,8.241688976807474,113.64555835433008,13.13410119927546,61.0,-2.0,-3.0620859192812446,14.001211096690099,0.2603115791898146,378,119
60.0,Richie Palacios,680700,2024,320,23.565891472868216,115.95663310605995,10.211431740296591,106.9220627340488,11.89178318985586,98.0,-38.0,-9.03457037201116,9.193601664702346,-1.167970228202429,152,32
61.0,Rhys Hoskins,656555,2024,517,25.48298068077277,115.81052826966396,8.4454113279874,118.33340587821183,12.263380401821465,37.0,24.0,2.522877608547873,11.631483426226735,0.8785568109724345,277,52
62.0,Jake Cronenworth,630105,2024,656,22.872340425531917,115.61728861524898,7.161455274749471,117.99630818103611,9.4129429906645,40.0,22.0,2.3790195657871323,8.391764493638963,0.632845694250018,301,65
63.0,Emmanuel Rivera,656896,2024,302,28.903654485049834,115.33213335748113,10.762971870806073,102.09589585367551,12.996951224877108,126.0,-63.0,-13.236237503805611,11.830548801056093,-1.5306942688520857,174,38
64.0,Marcell Ozuna,542303,2024,686,26.529338327091136,115.23123530540008,9.29019422050398,111.2752489388175,12.582427976350786,75.0,-11.0,-3.9559863665825787,12.066745566206299,-0.06600963097560544,425,98
65.0,Charlie Blackmon,453568,2024,498,29.41798941798941,114.96840460865808,9.411350786420169,113.90223605022996,13.69431568788304,60.0,5.0,-1.0661685584281173,15.885218113026921,0.4330884527321528,278,83
66.0,Brice Turang,668930,2024,616,28.155339805825243,114.85040308703871,7.026038883060799,116.53193067526658,12.58220418894258,49.0,17.0,1.6815275882278655,15.04750198230209,0.6791555792550016,319,88
67.0,Mike Yastrzemski,573262,2024,473,23.91991570073762,114.58940575788058,9.240945177580048,116.22046138853275,11.835352895388915,52.0,15.0,1.6310556306521704,10.29519106870946,0.6432647967592464,227,55
68.0,Dominic Smith,642086,2024,307,27.12680577849117,114.5103959122191,11.759993533975454,101.40501152995468,12.921622419710385,132.0,-64.0,-13.105384382264418,10.049688652754453,-1.9517422286899373,169,38
69.0,Lourdes Gurriel,666971,2024,550,32.97872340425532,114.37673753610648,9.790069920177611,116.62497964215028,14.159729125899306,47.0,22.0,2.2482421060438043,15.364529415131917,0.9477275284945385,341,95
70.0,Matt Olson,621566,2024,677,28.909329829172144,114.15787929609418,9.079031907001324,108.7888448563083,12.040550959934162,89.0,-19.0,-5.369034439785878,12.074020097067663,-0.3394210101074492,440,118
71.0,Michael Busch,683737,2024,565,23.37448559670782,114.04754031133749,8.111451582499953,123.80797775440244,12.182536570596898,24.0,47.0,9.760437443064959,12.131716334200341,1.7519454140273911,284,55
72.0,Bryson Stott,681082,2024,570,28.383128295254835,113.86639159873656,7.749025307046707,111.18428131187468,11.99055753153334,77.0,-5.0,-2.682110286861871,13.302414486877874,0.07159128468784544,323,103
73.0,Matt Vierling,663837,2024,567,22.06016408386509,113.3991515602449,7.1738620258593295,104.66128635994772,10.276274724349417,109.0,-36.0,-8.737865200297179,8.627473073138525,-1.065490702439476,242,53
74.0,Carlos Correa,621043,2024,364,25.662482566248254,112.84858542588157,10.03255147143346,123.48151446474034,14.92012178445924,28.0,46.0,10.632929038858776,19.166412343473045,1.9106951828199097,184,57
75.0,Cedric Mullins,656775,2024,498,27.6273022751896,112.59435718341034,9.331897661169789,103.38152980057126,10.471393981128514,119.0,-44.0,-9.21282738283908,8.48021408821192,-1.3299747992679463,255,64
76.0,Carlos Santana,467793,2024,593,23.63782051282051,112.44638164730632,8.867564449812248,112.8473634756986,12.407418840024391,64.0,12.0,0.4009818283922755,10.91532858335783,0.4935046034559621,295,87
77.0,Blake Perkins,663368,2024,432,24.03733955659277,112.0407432313564,8.493090433718997,117.47451464942183,13.095472722316318,43.0,34.0,5.433771418065433,13.71509327405775,1.1610896358791936,206,56
78.0,Patrick Bailey,672275,2024,447,24.797219003476243,112.01040126444558,8.602537182054585,98.58557311086552,12.371796922248222,150.0,-72.0,-13.424828153580052,11.725219182430166,-1.4956937709368683,214,43
79.0,Marcus Semien,543760,2024,715,25.39444027047333,111.85892321953604,7.157741057075519,114.41124795695468,9.911080592761326,59.0,20.0,2.552324737418644,9.581483422218184,0.5787107203261239,338,81
80.0,Josh Rojas,668942,2024,475,21.95945945945946,111.69144114046196,8.158211904116813,111.42430336801924,9.445924040999612,73.0,7.0,-0.2671377724427231,8.078498259251731,0.10830560780273028,195,40
81.0,Michael Conforto,624424,2024,486,24.63917525773196,111.66023123894958,9.008180404944383,103.85714487056715,12.092446904234608,114.0,-33.0,-7.803086368382424,10.459216576187886,-0.8356602278068959,239,57
82.0,Masyn Winn,691026,2024,635,30.501618122977348,111.59010032934718,8.801658252167849,122.74094447795488,12.652470688304746,29.0,53.0,11.150844148607703,12.497698877769922,1.9085008688367884,377,113
83.0,Gavin Lux,666158,2024,488,23.30905306971904,111.45451989413378,8.014651895303805,107.21670178799656,9.47918863619796,96.0,-13.0,-4.237818106137226,6.973036664914423,-0.6048159318329319,224,48
84.0,Wyatt Langford,694671,2024,559,23.11033883579496,110.84257758969584,7.779104655703101,107.80897029557346,10.604313610643542,94.0,-10.0,-3.033607294122376,8.753744869951701,-0.22325519626274823,266,69
85.0,George Springer,543807,2024,613,23.646209386281587,110.76505940297731,6.315158155717228,101.77654480082128,7.656944878557831,128.0,-43.0,-8.98851460215603,4.275151961247937,-2.3028324187639138,262,58
86.0,Dansby Swanson,621020,2024,594,23.98921832884097,110.5348679645143,7.485707568064718,112.1411279399418,9.563234893660464,66.0,20.0,1.6062599754274913,7.113855619597318,0.5042202767112799,267,56
87.0,Kyle Schwarber,656941,2024,690,21.066846725185687,110.44596325857228,7.95977007118674,111.47289326894612,10.18333554496752,71.0,16.0,1.026930010373846,6.905152026793405,0.4599657988838112,312,50
88.0,Ketel Marte,606466,2024,577,26.21895124195032,110.3467816542532,8.965991784034827,111.2469841295518,12.072328484486256,76.0,12.0,0.9002024752985989,11.064977379800409,0.4317486232921724,285,76
89.0,Jared Triolo,669707,2024,447,25.37485582468281,110.33123369843226,8.566035135835223,105.59507223161737,10.619655619544089,105.0,-16.0,-4.736161466814892,9.018412579316395,-0.5331312853959739,220,46
90.0,Paul Goldschmidt,502671,2024,653,29.518072289156628,110.10593821095875,7.887551065003622,106.90753707719664,11.20793930328126,99.0,-9.0,-3.1984011337621183,11.420701343078704,-0.17729592735629301,392,88
91.0,Wenceel Pérez,672761,2024,422,28.55555555555556,109.93995635148256,9.998482111341913,105.09543638663033,12.607495085607196,107.0,-16.0,-4.844519964852239,13.380536937415865,-0.3612194222886585,257,74
92.0,Travis D'Arnaud,518595,2024,339,27.63744427934621,109.45642386722902,9.8358179393053,116.0671596887946,13.431668078377651,53.0,39.0,6.610735821565584,12.087321737658977,1.408979225126679,186,36
93.0,Ian Happ,664023,2024,657,23.34834834834835,109.36674531386991,7.917306098774856,118.86457469414007,11.58940194849044,35.0,58.0,9.497829380270161,9.924284283742843,1.7537935848470598,311,63
94.0,Alec Bohm,664761,2024,603,27.431906614785994,108.50851955352375,7.701471367268284,109.5680624243031,13.124937350027505,85.0,9.0,1.0595428707793388,15.05731610198082,0.42461433926806075,282,86
95.0,Alex Verdugo,657077,2024,620,25.6198347107438,107.1375284031664,6.9078453711209145,103.64569760294914,10.198158363574551,115.0,-20.0,-3.491830800217258,8.953109601703524,-0.3722558444794575,279,87
96.0,Ryan O'Hearn,656811,2024,492,26.370217166494317,107.09634713625448,8.476650498099167,106.09366278706769,12.157842017166692,102.0,-6.0,-1.0026843491867936,12.764960120081891,0.06390758678585434,255,62
97.0,José Altuve,514888,2024,680,37.16216216216216,106.67810426051786,9.24399846104938,102.6921582181521,12.293012220755868,122.0,-25.0,-3.985946042365754,12.161130666721812,-0.3568685614851398,495,151
98.0,Lamonte Wade,664774,2024,395,20.09512485136742,106.654061711093,9.197628708295126,110.35838983438929,12.12999066055761,80.0,18.0,3.7043281232962926,11.970065336308206,0.670970668525264,169,30
99.0,Fernando Tatís,665487,2024,436,28.47854356306892,106.63903010272392,9.157125939233005,104.29007173145632,12.024428234071976,112.0,-13.0,-2.3489583712675994,10.81187087374214,-0.1629902895589438,219,51
100.0,Byron Buxton,621439,2024,383,33.33333333333333,106.60016579891906,11.369097848633285,96.15242895625674,12.73475308011784,172.0,-72.0,-10.447736842662323,12.489631754394038,-1.2930530701641307,244,58
101.0,Corbin Carroll,682998,2024,683,25.0,106.57832520433686,7.392798839121153,110.50615053263282,11.631849745132527,79.0,22.0,3.9278253282959525,11.955740245368602,0.6769363577371891,346,95
102.0,Riley Greene,682985,2024,582,23.164763458401303,106.49008074540724,8.934895879244031,111.3361974834695,10.50372532174618,74.0,28.0,4.846116738062264,8.45947422694388,0.9243913840656339,284,65
103.0,Masataka Yoshida,807799,2024,416,25.718015665796344,106.24969444261043,8.47105937435442,111.54645387880242,12.01015913742746,69.0,34.0,5.296759436191991,11.193686776963029,0.9322520442604294,197,58
104.0,Ryan Mcmahon,641857,2024,646,26.47058823529412,105.86614721366686,8.702760514858472,107.9560028458489,10.852986321763437,92.0,12.0,2.0898556321820365,8.771699215486644,0.4751264011206458,342,83
105.0,David Fry,681807,2024,388,28.439153439153444,105.80535787699196,8.738501547941638,100.37023702868213,15.00866645330803,137.0,-32.0,-5.435120848309836,20.604980913533293,-0.3840345451859644,215,50
106.0,Spencer Steer,668715,2024,656,24.88653555219365,105.726073920231,8.143169017475985,104.99586572604476,10.738420248569671,108.0,-2.0,-0.7302081941862468,9.053080598001452,0.015489326824377604,329,75
107.0,Connor Joe,656582,2024,415,22.04234122042341,105.52505763543364,8.849841823549353,92.71925216350014,10.809567878639664,192.0,-85.0,-12.805805471933496,9.811303509555362,-1.7606427285941437,177,30
108.0,Josh Smith,669701,2024,588,26.162260711030083,105.1116850284393,7.135404497801999,108.0037229103024,9.1765492567251,91.0,17.0,2.8920378818631036,7.269151510660301,0.5982942096590703,287,65
109.0,Andy Pages,681624,2024,442,30.677764565992867,104.60467702871188,10.55738203346132,97.02988041000988,12.975934834183883,162.0,-53.0,-7.5747966187019955,13.056653119916295,-0.8987487649449468,258,68
110.0,Spencer Torkelson,679529,2024,380,23.404255319148938,104.59977817466464,8.74010194056336,98.83583237527075,10.00034277216371,148.0,-38.0,-5.7639457993938805,5.762230909119625,-1.2337419934401643,176,21
111.0,Pete Alonso,624413,2024,689,26.12359550561798,104.33926552441082,8.94300197278086,94.19064753194476,11.358313573620366,184.0,-73.0,-10.148617992466058,9.756914726116486,-1.4548399580315658,372,94
112.0,Gio Urshela,570482,2024,458,36.51551312649165,104.17121892208934,9.311977505433632,91.16494376315762,12.89611841575291,201.0,-89.0,-13.006275158931714,14.258657211700351,-1.4870665389940334,306,100
113.0,Davis Schneider,676914,2024,454,23.09197651663405,104.16012883949324,8.799087756641702,99.5752125174493,11.168287434914827,143.0,-30.0,-4.584916322043938,8.964455267438375,-0.6511462484498622,236,38
114.0,Alec Burleson,676475,2024,593,34.67666354264292,104.07074956908436,8.70250965198701,89.62770885130504,10.515268754051824,213.0,-99.0,-14.443040717779311,9.969728409152166,-1.953567403335537,370,118
115.0,Freddy Fermin,666023,2024,369,30.706521739130437,103.93710171110676,9.497896051433964,101.59733729105125,11.911802912965795,130.0,-15.0,-2.3397644200555163,10.967720906513147,-0.23965013514836167,226,43
116.0,José Ramírez,608070,2024,672,31.652661064425768,103.6469343439356,8.860024700300343,117.50514915782514,12.309181515195595,41.0,75.0,13.858214813889546,12.877506216029847,1.8544665211134412,452,149
117.0,Christopher Morel,666624,2024,610,26.532325776658272,103.53990035214125,8.502696125202224,97.21478823403142,10.694839225206538,159.0,-42.0,-6.325112118109828,9.350851654563495,-0.8859779827823178,316,69
118.0,Nolan Arenado,571448,2024,631,30.130293159609124,103.06459269671548,8.137035731587165,101.93709813131842,11.451751474857115,127.0,-9.0,-1.1274945653970576,11.285611239425856,-0.08693477223568793,370,114
119.0,Yordan Álvarez,670541,2024,623,30.88356729975227,102.87473048253617,9.199938641646352,110.51383082522273,12.06120878245279,78.0,41.0,7.639100342686561,13.356731813876449,0.9746842637995539,374,105
120.0,Starling Marte,516782,2024,368,30.338733431516932,102.83976303411892,9.337912284390804,96.64302484506057,11.55379620007492,167.0,-47.0,-6.196738189058351,9.915570064884985,-0.882818841628965,206,44
121.0,Brandon Marsh,669016,2024,478,23.66197183098592,102.80163341931755,9.36500149668432,102.30569739161884,11.640392949720328,125.0,-4.0,-0.49593602769871836,11.309782668823953,-0.005297651477838337,252,36
122.0,Jazz Chisholm,665862,2024,615,29.062500000000004,102.65216339832836,9.562313802390332,101.5256072908764,12.521723435225738,131.0,-9.0,-1.126556107451961,11.168008605060697,-0.09678331084035924,372,109
123.0,Manuel Margot,622534,2024,344,30.69767441860465,102.41044742788787,10.70873983987767,97.02958704663308,13.85120573542302,163.0,-40.0,-5.3808603812547915,15.671913016495363,-0.6145241934751596,198,56
124.0,Jake Bauers,641343,2024,346,20.0,102.399537257574,9.5021778271284,100.53429602507542,9.47867166441688,136.0,-12.0,-1.865241232498576,2.13054153427578,-0.9306092609224065,140,12
125.0,Joey Ortiz,687401,2024,513,24.759152215799617,102.28522455328375,9.154611755937603,106.85108328707736,12.64837425265399,100.0,25.0,4.565858733793604,12.78694329243871,0.6595472567247036,257,73
126.0,Hunter Renfroe,592669,2024,424,26.506024096385545,101.94409031754738,9.75779248415332,103.64446218948804,12.315448510973654,116.0,10.0,1.7003718719406606,10.399327313984275,0.322393328762278,220,63
127.0,Santiago Espinal,669289,2024,392,27.884615384615387,101.88179556085434,9.068827102876662,97.21495600525247,12.57863328625546,158.0,-31.0,-4.666839555601868,13.391856589928889,-0.5531439187983715,203,56
128.0,Tj Friedl,670770,2024,337,24.227642276422763,101.76532497723788,8.832857806336046,108.80459275670128,11.832021930039508,88.0,40.0,7.039267779463401,9.00700495035339,1.2670331143414977,149,36
129.0,Austin Wells,669224,2024,414,25.52147239263804,101.75180744377182,8.46013947722262,96.31501656272724,11.222052303673808,168.0,-39.0,-5.436790881044587,11.088835007027326,-0.6947044378367144,208,39
130.0,Tyler Stephenson,663886,2024,512,23.97959183673469,101.72970852834852,8.268232376108896,100.19674167248638,10.162362732386532,138.0,-8.0,-1.532966855862142,7.341009785830046,-0.24092766111337002,235,42
131.0,Eugenio Suárez,553993,2024,639,27.455716586151368,101.58722501746534,8.675892593215611,94.412021929538,11.404968014899254,182.0,-51.0,-7.175203087927343,11.174734126070407,-0.9369773969209713,341,76
132.0,Lawrence Butler,671732,2024,451,27.184466019417474,101.41231832234052,9.854624498478785,99.19977661771468,11.68746529212783,145.0,-13.0,-2.212541704625849,10.948985677966785,-0.272413669063341,252,57
133.0,Jake Rogers,668670,2024,334,25.98039215686275,101.3859162019152,10.823775869728244,100.93991298997582,13.188618683609562,133.0,0.0,-0.4460032119393702,14.225066823632144,-0.02020604858004495,159,30
134.0,Mitch Haniger,571745,2024,425,23.92065344224037,101.25895362305975,9.515937511270858,106.78514383189008,12.564428307963263,101.0,33.0,5.526190208830329,11.772901805209782,0.8159243190386846,205,37
135.0,Connor Wong,657136,2024,485,29.617117117117115,101.20964419383988,8.357333885834656,109.09034150853287,11.807449465365949,86.0,49.0,7.880697314692995,11.820870263564949,1.0545077960769709,263,54
136.0,Zach Neto,687263,2024,600,31.538461538461537,101.20720177181822,9.420585898428634,91.90255722903792,12.597770739859287,194.0,-58.0,-9.304644542780295,11.192319886506164,-1.3855502685804595,369,99
137.0,Ozzie Albies,645277,2024,434,33.71824480369515,100.81822969013258,9.469248457407328,95.06452033861954,13.330552989461502,176.0,-39.0,-5.753709351513038,14.336984705581004,-0.7431930173667202,292,84
138.0,Nicky Lopez,670032,2024,446,27.875,100.706206088528,8.283785617548991,103.41347254856102,10.529099742746764,118.0,20.0,2.7072664600330114,9.197410259276564,0.4268062008939387,223,70
