xchase_plus_rank,player,batter,game_year,plate_appearances,chase_rate,xchase_plus,xchase_plus_posterior_sd,chase_plus,chase_plus_posterior_sd,chase_plus_rank,rank_move,luck,luck_se,luck_z,chases,chases_in_play
139.0,Jorge Polanco,593871,2024,467,24.02862985685072,100.67968351902744,8.845039237790736,90.5202438429423,10.775889692388375,202.0,-63.0,-10.159439676085128,9.428474670098485,-1.5175233085427158,235,47
140.0,Jj Bleday,668709,2024,642,24.72783825816485,100.62353706994968,7.268936551666639,93.94765841294064,9.04312154473938,185.0,-45.0,-6.6758786570090365,7.363918736376511,-1.1332407783755698,318,70
141.0,Willson Contreras,575929,2024,353,30.354609929078013,100.52120360605716,9.808454919959072,80.60261416725157,11.062704573601296,246.0,-105.0,-19.918589438805583,9.720212167450917,-2.9602635901198666,214,24
142.0,Jackson Merrill,701538,2024,593,34.55357142857143,100.32834495073752,8.887224883003046,97.1026626233467,12.000991896143194,161.0,-19.0,-3.225682327390814,11.071663706995974,-0.4707580734705333,387,88
143.0,Gavin Sheets,657757,2024,500,32.38434163701068,100.3055046237276,9.72061103931606,109.69693047697692,12.396660197309506,84.0,59.0,9.391425853249316,10.630825917656036,1.4645997277274978,364,92
144.0,William Contreras,661388,2024,674,25.771715721464467,100.28098775126314,7.796012865007752,104.45026452541474,10.974293918079468,111.0,33.0,4.169276774151598,9.433020795501143,0.6306292697719532,359,69
145.0,Oswaldo Cabrera,665828,2024,327,29.367469879518072,100.143906244474,10.509715151090498,110.33807929367052,15.33141571731591,81.0,64.0,10.194173049196522,18.94619644605738,1.3044244266427942,195,41
146.0,Alejandro Kirk,672386,2024,385,28.30930537352556,100.04357146359338,9.399715056867304,94.5583149487035,13.19965029935694,181.0,-35.0,-5.485256514889883,14.329215752393226,-0.7247833535388107,216,68
147.0,Wilyer Abreu,677800,2024,449,28.16281628162816,99.92706125155168,9.931669168822912,107.10224843888824,13.240198178862936,97.0,50.0,7.175187187336562,13.605040047044167,0.9368703347694006,256,55
148.0,Jacob Young,696285,2024,520,26.755852842809364,99.72354856388256,7.351808000327326,98.04475726865668,11.669695095804595,152.0,-4.0,-1.6787912952258779,11.826714656787672,-0.2617257230230947,240,69
149.0,Tyler Freeman,671289,2024,380,29.260935143288087,99.68745805009335,9.004512810177633,108.33061522327914,13.775016752876638,90.0,59.0,8.643157173185784,15.141101627428911,1.051964472606211,194,46
150.0,Luis García,671277,2024,527,35.77235772357724,99.64178442151514,9.573171751268644,90.4915082365316,12.148736958857649,203.0,-53.0,-9.15027618498354,10.963293004815666,-1.3631221991411322,352,106
151.0,Mj Melendez,669004,2024,450,28.26780021253985,99.27102274512433,9.378663525394067,92.97871801104644,11.720711676738803,188.0,-37.0,-6.292304734077888,9.388064075132231,-1.0578622886084925,266,64
152.0,Donovan Solano,456781,2024,308,29.756097560975608,99.17995030540268,10.494306727414775,90.21360385330156,11.158063994654023,206.0,-54.0,-8.96634645210112,9.716837072470287,-1.31890257801501,183,36
153.0,Cal Raleigh,663728,2024,623,33.10291858678956,99.17300344340154,9.214653342191925,92.89472214555194,12.108737708278024,189.0,-36.0,-6.2782812978496025,10.518433200671444,-0.9990988401391525,431,90
154.0,Daulton Varsho,662139,2024,508,25.965250965250963,99.1355043822342,8.689428842084045,110.22691120648416,13.04178586699306,83.0,71.0,11.091406824249958,14.357841643152032,1.3050741485515367,269,65
155.0,Will Benson,666181,2024,388,21.89873417721519,99.06161124699972,9.01179955938352,99.47923963453545,11.15109716342085,144.0,11.0,0.4176283875357285,6.983212595232405,0.06589698036777433,173,19
156.0,Anthony Santander,623993,2024,663,34.11764705882353,98.7548863472724,9.902583782736643,102.36459235827496,12.823222568478707,124.0,32.0,3.609706011002558,11.81361154955679,0.4739114435613417,493,124
157.0,Austin Riley,663586,2024,470,28.28729281767956,98.17004190095692,8.46307783603809,92.87598690804693,10.354490049743484,190.0,-33.0,-5.294054992909992,7.993182734884045,-0.9423237008007842,256,37
158.0,Jordan Westburg,676059,2024,444,30.434782608695656,98.07393840005687,9.047102188608592,85.6452009000848,11.234495532590048,226.0,-68.0,-12.428737499972073,10.28750048105108,-1.828603421656845,245,51
159.0,Francisco Álvarez,682626,2024,342,29.098966026587885,97.8599197206578,11.244111493364349,104.46965997933565,14.204596785442126,110.0,49.0,6.609740258677846,16.63888660246169,0.7327392784424962,197,47
160.0,Shea Langeliers,669127,2024,535,30.7843137254902,97.83582544011084,9.848042335932227,94.61636459820176,11.909863175919089,179.0,-19.0,-3.2194608419090827,9.683915088204198,-0.5704210388441531,314,62
161.0,Johan Rojas,679032,2024,361,34.93044822256569,97.55687078666672,9.702040049747271,99.84529794340024,14.284387730331431,140.0,21.0,2.288427156733519,18.430297284758108,0.11049358357081784,226,71
162.0,Manny Machado,592518,2024,641,29.80189491817399,97.51642698894264,7.956481991899864,91.26487254041196,10.957803020177067,199.0,-37.0,-6.251554448530683,10.236113149292072,-0.9600521891089766,346,84
163.0,Corey Seager,608369,2024,523,27.836134453781515,97.51492893015414,8.480165296137317,89.18783674698834,9.813101840795694,215.0,-52.0,-8.327092183165803,8.881691591161962,-1.2579522700542816,265,58
164.0,Ke'Bryan Hayes,663647,2024,394,28.187919463087248,97.51176682415846,9.712886281732176,97.77316295778223,12.255491163315376,156.0,8.0,0.26139613362377645,12.342734032060628,-0.0323012366094848,210,57
165.0,Michael Toglia,669911,2024,457,27.30732635585157,97.38502575433766,10.044520197510048,84.93399369325256,10.853318816227317,229.0,-64.0,-12.451032061085101,8.852928269454768,-2.0029502039017935,287,42
166.0,Cody Bellinger,641355,2024,564,32.4298160696999,96.71893670436586,8.53206218848452,105.74891544383482,12.58953952353922,104.0,62.0,9.029978739468959,13.502701767268613,0.9869401144975428,335,112
167.0,Vinnie Pasquantino,686469,2024,556,30.92224231464738,96.63674079284596,7.789163859211928,105.23397357504832,13.240911931058562,106.0,61.0,8.597232782202369,15.680713188071895,0.8120657034938402,342,93
168.0,Jeff Mcneil,643446,2024,468,31.119311193111933,96.19354426149816,8.394734066306425,93.79223100789366,10.427458579297095,186.0,-18.0,-2.401313253604499,8.935456935861014,-0.4400077811228262,253,59
169.0,Jake Meyers,676694,2024,512,31.453362255965292,96.1308237483348,8.831336894199927,98.9753284635026,11.0555882755576,146.0,23.0,2.844504715167801,8.235684613746733,0.4086112717946976,290,65
170.0,Nick Gonzales,693304,2024,387,34.31085043988269,96.05151097827216,9.04043015356354,90.06206764102076,12.411399325671896,210.0,-40.0,-5.9894433372514015,11.821145354254275,-0.9944965607494319,234,59
171.0,Zach Mckinstry,656716,2024,325,27.980132450331123,95.8750777525192,10.058985987500751,96.05484423686907,13.06489892833183,173.0,-2.0,0.17976648434986942,14.312936505596134,-0.11733007050806903,169,48
172.0,Brenton Doyle,686668,2024,602,30.243024302430243,95.79391779277618,8.343147833253623,87.80491319842669,10.140199377368212,218.0,-46.0,-7.989004594349495,8.83193028306807,-1.2894679357497858,336,63
173.0,Anthony Volpe,683011,2024,689,29.235382308845576,95.74689902776734,7.130200398464276,96.86390540481192,11.166066633147867,165.0,8.0,1.117006377044575,11.080166653029226,-0.004653277592639859,390,101
174.0,Brandon Lowe,664040,2024,421,31.072749691738597,95.5337039969869,9.262116273844404,82.63317324606577,11.690514765881804,239.0,-65.0,-12.900530750921135,10.331744074752674,-2.043042132294927,252,40
175.0,Jorge Soler,624585,2024,571,26.938449240607515,95.40474618589384,8.387352943890905,99.64666930572204,10.867745913079222,141.0,34.0,4.241923119828201,8.528228066020224,0.59405608801074,337,55
176.0,Bo Naylor,666310,2024,391,27.203065134099617,95.36955711611594,9.902701410435936,103.42076490098412,13.334864921451125,117.0,59.0,8.051207784868183,11.861558641450802,1.0248218137640224,213,44
177.0,J. D. Martinez,502110,2024,495,30.0,95.32062790532952,9.914820081764866,90.35629387947868,12.920455864679406,204.0,-27.0,-4.964334025850832,11.148472020889457,-0.9751362045330775,318,46
178.0,Andrés Giménez,665926,2024,633,37.68755516328332,95.00892389062643,8.03894951558042,94.70240254145108,10.399788594742173,178.0,0.0,-0.30652134917535534,9.479078287342077,-0.14550258143232375,427,103
179.0,Jake Mccarthy,664983,2024,489,31.13983548766158,94.92727838042748,7.601188714224203,107.81930311997132,11.155023852612745,93.0,86.0,12.892024739543842,11.147527147533834,1.5457507412274711,265,65
180.0,Ryan Jeffers,680777,2024,461,34.871244635193136,94.51823452795804,10.103045404621728,97.8474065554265,14.369695800484374,155.0,25.0,3.3291720274684593,15.947373400239037,0.1279036939713664,325,95
181.0,Ty France,664034,2024,531,27.22672064777328,94.43999370366296,7.403737056088321,99.58164934982456,9.4150433660681,142.0,39.0,5.141655646161595,7.224159044271332,0.8240260498859784,269,46
182.0,Christian Walker,572233,2024,551,24.51063829787234,94.20402710882716,8.042192662784567,92.551156841582,10.354257358842055,193.0,-11.0,-1.652870267245163,7.827579324068749,-0.4282887190292035,288,45
183.0,Josh Lowe,666139,2024,386,33.092659446450064,94.20025049143256,11.602686216022342,100.70913376524014,13.906874553730953,135.0,48.0,6.508883273807584,10.435965166416212,0.986927189878765,275,51
184.0,Elías Díaz,553869,2024,349,33.38213762811127,93.96697178415594,10.039458248133723,103.10619096946658,13.71781238501387,121.0,63.0,9.139219185310637,13.900220125437269,0.9859734176689109,228,49
185.0,Orlando Arcia,606115,2024,601,27.47631352282515,93.8066927094838,8.267252222124416,90.208205520003,10.16978842932309,207.0,-22.0,-3.5984871894807924,7.217999595032479,-0.7999004946592344,319,72
186.0,Bryan Reynolds,668804,2024,688,30.3314121037464,93.69726343252864,8.651863381857625,98.11002436768534,10.35942128838489,151.0,35.0,4.412760935156697,7.172568940865109,0.7399053471644115,421,77
187.0,Mark Vientos,668901,2024,453,32.39595050618673,93.519385610348,10.226391347774085,89.99633485724297,11.777641645803206,211.0,-24.0,-3.523050753105025,10.263027996907445,-0.6310183144401615,288,58
188.0,Oneil Cruz,665833,2024,595,31.80741910023678,93.4210925262194,8.988329891345355,94.25168978269048,11.663343449972322,183.0,5.0,0.83059725647108,10.945482959332235,-0.05718705279654236,403,83
189.0,Leody Taveras,665750,2024,529,28.79529872673849,93.0233890098322,8.229687138513984,85.34590615705707,11.667398114875374,228.0,-39.0,-7.677482852775128,10.522083203186323,-1.3662175486700077,294,69
190.0,Colt Keith,690993,2024,552,29.9412915851272,92.74538755998412,8.460983857554668,108.97105266486903,12.777273429053858,87.0,103.0,16.22566510488491,13.00731895023156,1.8359775267623668,306,75
191.0,Tyler O'Neill,641933,2024,470,26.49325626204239,92.60768935390796,9.299952716600416,86.35400255757972,11.94756924611232,224.0,-33.0,-6.253686796328239,9.902911634247829,-1.2279314317973216,275,51
192.0,Tyler Fitzgerald,666149,2024,340,26.86335403726708,92.37377931352468,9.765449043200192,96.8942683139566,12.09573722453326,164.0,28.0,4.5204890004319225,9.051582245601658,0.5670818860672049,173,26
193.0,Otto Lopez,672640,2024,436,32.19448094612352,92.0753140875736,8.495806861028054,82.93966254221104,10.45270111477566,238.0,-45.0,-9.135651545362563,10.96691468306297,-1.2726593403524067,245,54
194.0,Josh Bell,605137,2024,602,27.60372565622354,92.06870719021464,8.031887549110753,80.76436916688644,10.470468717159614,244.0,-50.0,-11.3043380233282,8.72190198718131,-1.9881211505952416,326,91
195.0,Kyle Isbel,664728,2024,426,30.967741935483872,91.78849130182029,9.35770349199876,101.70063331145894,12.663985824740964,129.0,66.0,9.912142009638657,13.41175227684191,0.987047033695033,240,60
196.0,Ben Rortvedt,666163,2024,328,27.94117647058824,91.11390802446113,10.78043440880721,100.15903947985016,13.359306627563404,139.0,57.0,9.04513145538904,11.481162846554971,1.1233010278567503,190,41
197.0,Elly De La Cruz,682829,2024,694,27.01388888888889,91.07415066553142,7.538156586550904,97.12364798427168,10.334788487905843,160.0,37.0,6.049497318740265,8.994126546907435,0.7103628415747257,389,64
198.0,Teoscar Hernández,606192,2024,647,29.034690799396685,90.51367472579504,8.26781813457024,91.55016694086407,9.584322653509451,197.0,1.0,1.0364922150690319,7.155041925803358,0.0832058837587498,385,63
199.0,Colton Cowser,681297,2024,561,25.153374233128837,90.44479827290787,7.907514344088689,91.61514588028813,10.548895222580422,196.0,3.0,1.1703476073802506,9.472650249410002,-0.046459153825752796,287,54
200.0,Willy Adames,642715,2024,688,28.11361981063365,90.28041935498722,7.750018507364165,93.78070704063929,10.121065983319523,187.0,13.0,3.5002876856520686,7.498627631838969,0.4029458585482129,386,63
201.0,Rowdy Tellez,642133,2024,421,27.4818401937046,89.99194020310931,9.399342682840322,85.5042088251879,11.74238524952614,227.0,-26.0,-4.487731377921406,11.63585198917196,-0.8194142984183886,227,56
202.0,Heliot Ramos,671218,2024,514,29.980657640232103,89.63813358923473,9.388858234001493,80.9043770438787,10.49470758215329,243.0,-41.0,-8.73375654535603,9.216573805448867,-1.4107368860520946,310,61
203.0,Brayan Rocchio,677587,2024,440,29.50631458094145,89.45622926871295,9.09552301905484,85.97564059042178,12.914606406456777,225.0,-22.0,-3.48058867829117,13.541139683212569,-0.8586309604668404,257,81
204.0,Royce Lewis,668904,2024,323,33.0246913580247,89.2329491142169,10.908321302078155,72.94188446048612,13.342224665021302,258.0,-54.0,-16.29106465373077,17.074132027679397,-2.0223183824009148,214,48
205.0,Lenyn Sosa,672820,2024,368,37.5366568914956,88.64925433605904,10.435263621214578,94.8595614242806,14.384775735393378,177.0,28.0,6.210307088221555,15.974566556108696,0.25418977708096935,256,79
206.0,Miguel Amaya,665804,2024,364,33.64779874213836,88.4001571965652,9.856355677940424,83.69839309791129,13.094819181623636,233.0,-27.0,-4.701764098653911,13.415984278048036,-1.0460723484590204,214,46
207.0,Jonah Heim,641680,2024,491,32.126696832579185,88.09212835172421,8.723621628960212,91.31124997322914,12.58044541304474,198.0,9.0,3.219121621504925,12.804601293588378,-0.020289260470000393,284,82
208.0,Miguel Andújar,609280,2024,319,36.24382207578254,88.07952262997077,10.653584975943405,97.99531177710956,15.49387271674834,153.0,55.0,9.915789147138796,19.927355464152807,0.5094416073005218,220,62
209.0,Mauricio Dubón,643289,2024,427,41.289437585733886,87.8600184379257,9.515672188278325,95.42722242777518,13.908404424622404,174.0,35.0,7.5672039898494745,16.883110911839626,0.3550084730322541,301,103
210.0,Jonny Deluca,676356,2024,362,37.971014492753625,87.64860457801353,10.222217046265548,96.24415981353316,14.374914849657294,169.0,41.0,8.595555235519626,17.928646804704186,0.45204750984472314,262,79
211.0,Trevor Larnach,663616,2024,399,25.81047381546135,87.39547099679325,9.840393389472416,97.55333076178714,13.029610633134409,157.0,54.0,10.157859764993887,11.36828319197728,1.0717758252586023,207,36
212.0,Jake Fraley,641584,2024,381,31.72302737520129,87.28251902223833,8.772394734754991,103.11529778653706,12.22879837318511,120.0,92.0,15.832778764298723,13.348061975028633,1.5478166872128358,197,53
213.0,Tyrone Taylor,621438,2024,342,32.766615146831526,87.09174687419957,10.573617064956329,84.51146523778085,14.03063537738458,230.0,-17.0,-2.580281636418718,15.642837393095485,-0.8814540329026963,212,48
214.0,Anthony Rizzo,519203,2024,375,33.96739130434783,87.08900223815056,10.384711278485405,98.95662174657416,13.637592364662323,147.0,67.0,11.867619508423601,13.834245218667448,1.1233848733901326,250,77
215.0,Cj Abrams,682928,2024,597,35.916134913400185,86.69719771136107,7.826631662368457,83.37461345273276,11.274199552937477,235.0,-20.0,-3.3225842586283107,10.416627896748304,-0.8799972683436347,394,102
216.0,Ryan Mountcastle,663624,2024,506,38.23529411764706,85.94802221668951,10.291719182591866,88.43816528558528,13.977459719701365,216.0,0.0,2.490143068895776,15.750140919551642,-0.28573728152169636,377,101
217.0,Abraham Toro,647351,2024,362,30.96960926193922,85.79131255906762,8.657401265304033,103.9755496270052,12.612187513842226,113.0,104.0,18.184237067937573,12.201357661435658,1.9618675164075794,214,47
218.0,Pete Crow-Armstrong,691718,2024,409,41.26984126984127,85.73876663947132,10.678503501675516,90.10313823913629,13.17647396495314,209.0,9.0,4.364371599664963,11.589021994175605,0.1921714818973437,286,71
219.0,Bryce Harper,547180,2024,622,33.261339092872575,85.70481757033602,8.731017642060232,102.39476123763532,12.639825874037449,123.0,96.0,16.689943667299303,13.20919436584934,1.6243730685729831,462,82
220.0,Brendan Rodgers,663898,2024,538,29.33723196881092,85.63082245062789,7.871331751068045,91.73651603966876,10.73462842322974,195.0,25.0,6.105693589040868,8.564457498960605,0.6107418086409377,301,56
221.0,Eloy Jiménez,650391,2024,346,33.229329173166924,85.48333946449767,9.65255005639058,87.03539092071512,13.091342920667868,221.0,0.0,1.5520514562174412,13.129324022580922,-0.34015371317840415,213,55
222.0,Jake Cave,595909,2024,347,33.59013867488444,85.17958145432345,9.897736029902674,97.86121193918083,13.541832777855468,154.0,68.0,12.68163048485738,14.608164737399576,1.0491087176393565,218,44
223.0,Keibert Ruiz,660688,2024,483,38.67595818815331,85.09827447647118,9.048828858129337,80.75915980650947,12.787218794104328,245.0,-22.0,-4.3391146699617025,12.859744450116407,-1.1484499701529083,333,111
224.0,Ernie Clement,676391,2024,451,43.44729344729345,85.02621488350357,9.214618132950132,89.94824533015571,14.35636000224073,212.0,12.0,4.922030446652144,18.011849233708226,-0.1842445567647769,305,124
225.0,Jackson Chourio,694192,2024,569,32.095238095238095,84.34941386820417,8.472610588194765,90.27978497430246,12.414016520766555,205.0,20.0,5.930371106098292,12.843571322588165,0.2084749492341152,337,87
226.0,Max Kepler,596146,2024,399,30.42895442359249,84.209804049709,8.97428839625379,96.17791335269688,12.695219066082863,171.0,55.0,11.96810930298787,12.307288755742125,1.0575714309250193,227,44
227.0,Luis Robert,673357,2024,422,36.0233918128655,83.9049876628047,10.355150517431492,90.20290320344186,12.629363213238202,208.0,19.0,6.297915540637163,11.833480977574654,0.4758660979972676,308,51
228.0,Andrew Vaughn,683734,2024,619,33.166666666666664,83.88873763135749,8.865013804429301,84.12855383018655,11.044335444669503,231.0,-3.0,0.23981619882906102,8.41542636284203,-0.3471798540563897,398,80
229.0,Kevin Pillar,607680,2024,314,38.48684210526316,83.56664029908794,10.85101729209886,98.71218664508808,15.552328248702796,149.0,80.0,15.145546346000145,18.544439601408193,1.011283559562809,234,64
230.0,Bryan De La Cruz,650559,2024,622,32.70645952575634,83.25414957278048,8.687231049425467,92.87140693204168,10.909897738600089,191.0,39.0,9.617257359261203,8.746899991895546,1.2029723280440794,400,87
231.0,Logan O'Hoppe,681351,2024,522,34.25837320574163,83.11427448139817,9.258066381803516,80.99410179072478,10.558789977698282,242.0,-11.0,-2.1201726906733853,7.276520919297427,-0.6574361117379489,358,59
232.0,Willi Castro,650489,2024,636,32.02819107282694,83.09869197901718,8.046484265690882,78.70147111733155,10.702537802066008,250.0,-18.0,-4.397220861685625,9.011856752406759,-1.1113065195983995,409,71
233.0,Salvador Pérez,521692,2024,645,43.40062111801242,82.94306966597264,10.674255617092792,86.71698922439302,13.542752539059473,223.0,10.0,3.773919558420374,15.667714065480578,-0.07997989567014845,559,163
234.0,Nick Castellanos,592206,2024,659,37.933954276037255,82.9371519153325,9.050074844664122,67.81253904282352,10.85255302211784,266.0,-32.0,-15.12461287250899,8.531251312122066,-2.870614247103774,448,100
235.0,José Caballero,676609,2024,480,34.69387755102041,82.31634667833625,9.107392200158529,89.29273457546623,11.769124836152493,214.0,21.0,6.976387897129982,10.236512090299634,0.5625718561764471,340,66
236.0,Jo Adell,666176,2024,450,29.98955067920585,82.0595775854118,11.118807971310662,78.98833737070541,12.718904650897992,249.0,-13.0,-3.0712402147063926,9.629131193453203,-0.9810985920989812,287,61
237.0,Eddie Rosario,592696,2024,322,34.75409836065574,81.95798646868195,10.290224723163776,91.24222053226276,15.28126574973897,200.0,37.0,9.284234063580811,19.15663928931698,0.0745558293859432,212,52
238.0,Jeimer Candelario,600869,2024,462,34.96199782844734,81.65521478148221,9.619914182655258,87.23375763760075,13.285283275412109,220.0,18.0,5.578542856118531,14.202232378075442,0.016957165083849986,322,84
239.0,Josh Naylor,647304,2024,631,32.47172859450727,81.57863649034269,8.85298547260194,87.01433277783309,13.037541616834678,222.0,17.0,5.435696287490401,14.291866277884361,-0.03868632515235951,402,112
240.0,José Miranda,669304,2024,427,35.76732673267327,81.08735924867511,9.819194881544716,82.17233086671769,12.911645817407916,240.0,0.0,1.084971618042573,12.724650809762995,-0.4976199469380739,289,70
241.0,Isiah Kiner-Falefa,643396,2024,495,30.32581453634085,80.58211629435074,7.266380370174319,96.76096329516038,11.114490061894193,166.0,75.0,16.17884700080964,12.33560830915333,1.4133028364895988,242,79
242.0,Jarren Duran,680776,2024,737,28.25464949928469,80.4733413680861,7.1906128865072745,87.32534605879653,9.068931774266929,219.0,23.0,6.85200469071043,7.336976251426369,0.8826039468742133,395,78
243.0,Jesús Sánchez,660821,2024,536,36.26168224299066,80.27473520087116,9.835170568753716,78.0603698297659,12.54414430209487,251.0,-8.0,-2.2143653711052593,12.326702944529773,-0.8719227963732887,388,86
244.0,Julio Rodríguez,677594,2024,613,37.46105919003115,80.17056168785547,8.981630132814056,81.19286949347432,11.031275729058864,241.0,3.0,1.0223078056188513,9.724232731078164,-0.23791993658792746,481,98
245.0,Jarred Kelenic,672284,2024,449,29.859484777517565,80.0492690783125,8.842913307206043,75.8783484079211,10.999156502855303,256.0,-11.0,-4.170920670391411,8.770835050660247,-1.1446442569288178,255,33
246.0,Adolis García,666969,2024,634,33.765298776097914,80.00979972002725,8.780394981347609,96.2144467297595,12.878239685065797,170.0,76.0,16.204647009732255,12.672430563294219,1.40920718719097,469,106
247.0,Michael Massey,686681,2024,355,37.42603550295858,79.26190111154123,9.566035847261478,72.17385470621981,12.092195252543576,260.0,-13.0,-7.088046405321421,11.491679347687585,-1.5295350020053176,253,56
248.0,Zack Gelof,680869,2024,548,29.76791120080727,79.12529133185895,8.583743502301944,80.19186116258501,11.496642986470947,247.0,1.0,1.066569830726067,8.362061413544598,-0.5278116721526349,295,49
249.0,J. T. Realmuto,592663,2024,413,30.526315789473685,78.60008769980051,9.35258251064299,77.23520772849687,10.634643546143977,252.0,-3.0,-1.3648799713036368,8.455765076987836,-0.5062491092904822,232,61
250.0,Michael Harris,671739,2024,469,39.95098039215687,78.226226281593,9.15882625753797,69.6818619583787,11.437270114963024,265.0,-15.0,-8.544364323214296,11.556803945923706,-1.5539475308793311,326,79
251.0,Giancarlo Stanton,519317,2024,457,31.11111111111111,77.77310472129281,10.841765106426124,88.00166466277078,14.93492721171363,217.0,34.0,10.228559941477968,16.31431322283989,0.167428306530066,294,57
252.0,Adam Duvall,594807,2024,325,33.64779874213836,77.21264006807402,10.73921274079372,83.9818440350915,13.368279822587796,232.0,20.0,6.769203967017475,13.402556039688578,0.19506533552615632,214,43
253.0,Paul Dejong,657557,2024,479,34.675615212527966,76.94066033699463,9.048033010812704,72.48645609818007,11.108481174204522,259.0,-6.0,-4.454204238814555,8.688622323453744,-1.2740765667318492,310,47
254.0,Nolan Gorman,669357,2024,402,30.318471337579616,75.62351896661883,9.624428377671192,82.9992390614419,11.94228274100596,237.0,17.0,7.375720094823066,10.239205015023597,0.5023913982686445,238,41
255.0,Brent Rooker,667670,2024,610,31.137254901960787,75.34710668559494,9.551951972524945,83.44855945031622,11.27875900073575,234.0,21.0,8.101452764721287,7.650761066104284,1.013431749186462,397,58
256.0,Jake Burger,669394,2024,576,36.94852941176471,74.0014862070564,8.995618178606215,70.25976592337376,11.089462393434662,262.0,-6.0,-3.741720283682639,10.222485460456161,-1.0418941337123464,402,69
257.0,Thairo Estrada,642731,2024,382,35.00784929356358,73.70564200129255,9.453277813497015,80.02295299191876,13.200576753354646,248.0,9.0,6.317310990626211,12.72583148165705,-0.20022769794880618,223,52
258.0,Trea Turner,607208,2024,539,34.4390243902439,72.90653372681108,8.468703389559858,83.19756964638762,11.465687120809472,236.0,22.0,10.291035919576544,9.775346438836758,0.7847001153992705,353,70
259.0,Amed Rosario,642708,2024,346,39.03225806451613,71.7330280430319,10.071267294797536,94.59926297837043,16.011416453495755,180.0,79.0,22.86623493533854,23.073623786853176,0.8738006494764794,242,77
260.0,Jeremy Peña,665161,2024,645,37.05932932072227,70.79151351172113,8.094541316796308,77.13857011211591,10.613769058050485,253.0,7.0,6.3470566003947795,9.71192300290198,0.2959894034423367,431,90
261.0,Yainer Diaz,673237,2024,621,42.79475982532751,70.47861933804569,8.993282615848521,63.319062886663325,12.029609496499209,268.0,-7.0,-7.159556451382365,11.140405717300478,-1.9205734436525357,490,128
262.0,José Siri,642350,2024,449,35.56298773690078,70.39355999321606,9.694246680305335,65.96167777889275,12.94234206629231,267.0,-5.0,-4.431882214323309,12.105649947687716,-1.745154798642822,319,61
263.0,Luke Raley,670042,2024,455,28.449328449328448,70.15172616671435,8.105612116131695,76.27606087414573,10.105280923558269,255.0,8.0,6.124334707431373,7.99775865585194,0.4716805204893306,233,30
264.0,Seth Brown,664913,2024,401,30.10075566750629,68.13444409068867,9.613256585982557,72.11303735225728,10.814839305626212,261.0,3.0,3.978593261568605,7.009567415829399,0.30865195833735937,239,34
265.0,Korey Lee,686676,2024,395,35.20710059171598,67.31282192523526,8.868743084031811,69.78822062697559,11.79335728564885,264.0,1.0,2.475398701740332,12.043911062347915,-0.5187276665558386,238,41
266.0,Harrison Bader,664056,2024,434,33.616504854368934,66.04786284978898,9.478122335516948,69.87183215338345,12.335753722413068,263.0,3.0,3.823969303594467,11.199281413391756,-0.494651753443259,277,65
267.0,Ezequiel Tovar,678662,2024,695,43.81245196003075,57.38966452919207,8.787140602671945,76.91605366290852,12.288130867643329,254.0,13.0,19.526389133716457,11.29873342323549,1.3369198986715582,570,105
268.0,Ceddanne Rafaela,678882,2024,569,46.70433145009416,57.1157848431665,9.34994572824099,74.09478641144328,12.7346671307994,257.0,11.0,16.97900156827678,13.293244352393495,0.7930089908618716,496,117
269.0,Mickey Moniak,666160,2024,418,39.1025641025641,54.27920959149122,9.349416447640722,58.053956608174914,11.920099612345911,269.0,0.0,3.7747470166836976,12.13938203301458,-0.5963956369445659,305,66
